BASLIK,MARKA,TEMEL OZELLIKLER - Seri,MODEL,TEMEL OZELLIKLER - Donanim Paketi,TEMEL OZELLIKLER - Arac Turu,TEMEL OZELLIKLER - Govde Tipi,TEMEL OZELLIKLER - Segment,TEMEL OZELLIKLER - Model Yili,TEMEL OZELLIKLER - Ait Oldugu Ulke,TEMEL OZELLIKLER - Motor Tipi,TEMEL OZELLIKLER - Motorlu Tasit Vergisi,TEMEL OZELLIKLER - Yakit Tipi,MOTOR (Icten Yanmali) - Besleme Tipi,MOTOR (Icten Yanmali) - Silindir Adedi,MOTOR (Icten Yanmali) - Silindir Hacmi,MOTOR (Icten Yanmali) - Yakit Puskurtme,PERFORMANS - Azami Hiz,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gucu (Toplam),PERFORMANS - 0 - 100 Km Hizlanma,AGIRLIK & OLCULER - Agirlik,AGIRLIK & OLCULER - Genislik,AGIRLIK & OLCULER - Uzunluk,AGIRLIK & OLCULER - Yukseklik,BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk),BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk),DIS GOVDE - Kapi Sayisi,FRENLER & SUSPANSIYON - Park Freni Tipi,GOSTERGELER & SENSORLER - Far Sensoru,GOSTERGELER & SENSORLER - Lastik Basinc Sensoru,GOSTERGELER & SENSORLER - Park Sensoru & Yardimi,GOSTERGELER & SENSORLER - Yagmur Sensoru,ISITMA & SOGUTMA - Klima,KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi,KOLTUKLAR & IC DOSEME - Koltuk Sayisi,KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari,KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari,LAMBALAR & AYDINLATMA - Far Tipi,LAMBALAR & AYDINLATMA - Sis Farlari,LASTIK & JANT - Jant Capi,LASTIK & JANT - Jant Tipi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Taban Genisligi,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Garantisi,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil (WLTP - Birlesik),MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici),MOTOR (Elektrikli) - Motor Gucu,MOTOR (Elektrikli) - Ortalama Tuketim (Elk.),MOTOR (Elektrikli) - Sarj Suresi,SANZIMAN & CEKIS SISTEMI - Cekis,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi,SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi,SANZIMAN & CEKIS SISTEMI - Sanziman Ozellikleri,SANZIMAN & CEKIS SISTEMI - Sanziman Turu,SURUS DESTEK SISTEMLERI - Denge Kontrol Sistemi,SURUS DESTEK SISTEMLERI - Diferansiyel Kilidi,SURUS DESTEK SISTEMLERI - Dur & Kalk (Stop & Start),SURUS DESTEK SISTEMLERI - Hiz Sabitleme & Sinirlama,SURUS DESTEK SISTEMLERI - Serit Takip Sistemi,SURUS DESTEK SISTEMLERI - Yokus Kalkis Destegi,YAKIT TUKETIMI & EMISYON - Cevre Standardi (Emisyon),YAKIT TUKETIMI & EMISYON - Ortalama Emisyon,YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km),YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km/WLTP),YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi,YOLCU EMNIYETI - Anahtarsiz Sistem,YOLCU EMNIYETI - Hava Yastigi Adedi,YOLCU EMNIYETI - NCAP/ANCAP Puani
2015 Porsche 911 Turbo Cabriolet 3.8 520 HP PDK (4x4),Porsche,911,911,Standart,Binek,Cabrio,S,2015,Almanya,Icten Yanmali (Standart),59730,Benzin,Cift Turbo,6,3800 cc,DFI (Dogrudan Yakit Enjeksiyonu),315 km/s,660 nm,520 BG,3.4 saniye,1450 kg,1808 mm,4499 mm,1294 mm,,145 lt,2.0,Elektronik Park Freni,Var,Var,Var,Var,Otomatik Klima,Deri,4.0,Elektrikli,Elektrikli,Bi-Xenon,Var,20 inc,Alasimli,35 %,245/35 R20,245 mm,,,,,,,,,,4x4 Cekisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,Var,Var,,,Var,,227 g/km,9.7 lt,,7.7 lt,13.2 lt,64 lt,,4 adet,
2016 Porsche 911 Turbo Cabriolet 3.8 540 HP PDK (4x4),Porsche,911,911,Standart,Binek,Cabrio,S,2016,Almanya,Icten Yanmali (Standart),59730,Benzin,Cift Turbo,6,3800 cc,DFI (Dogrudan Yakit Enjeksiyonu),320 km/s,710 nm,540 BG,3.0 saniye,1740 kg,1880 mm,4507 mm,1294 mm,,115 lt,2.0,Elektronik Park Freni,Var,Var,Var,Var,Otomatik Klima,Deri,4.0,Elektrikli,Elektrikli,LED,Var,20 inc,Alasimli,35 %,245/35 R20,245 mm,,,,,,,,,,4x4 Cekisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,Var,Var,Var,,Var,,216 g/km,9.3 lt,,7.6 lt,12.1 lt,68 lt,,6 adet,
2016 Porsche 911 Turbo S Cabriolet 3.8 580 HP PDK (4x4),Porsche,911,911,Standart,Binek,Cabrio,S,2016,Almanya,Icten Yanmali (Standart),59730,Benzin,Cift Turbo,6,3800 cc,DFI (Dogrudan Yakit Enjeksiyonu),330 km/s,750 nm,580 BG,3.0 saniye,1745 kg,1880 mm,4507 mm,1294 mm,,115 lt,2.0,Elektronik Park Freni,Var,Var,Var,Var,Otomatik Klima,Deri,4.0,Elektrikli,Elektrikli,LED,Var,20 inc,Alasimli,35 %,245/35 R20,245 mm,,,,,,,,,,4x4 Cekisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,Var,Var,Var,,Var,,216 g/km,9.3 lt,,7.6 lt,12.1 lt,68 lt,,6 adet,
2014 Porsche 911 Carrera 4 Cabriolet Otomatik (4x4),Porsche,911,911 Carrera 4 Cabriolet,Standart,Binek,Cabrio,S,2014,Almanya,Icten Yanmali (Standart),40486,Benzin,Atmosferik,6,3436 cc,Cok Noktadan Enjeksiyon,280 km/s,390 nm,350 BG,4.9 saniye,1520 kg,1852 mm,4491 mm,1300 mm,,135 lt,2.0,Elektronik Park Freni,Yok,Yok,Var,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var,19 inc,Alasimli,40 %,235/40 R19,235 mm,,,,,,,,,,4x4 Cekisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,,Var,,,,,205 g/km,8.7 lt,,6.9 lt,11.9 lt,68 lt,,8 adet,
2015 Porsche 911 Carrera 4 Cabriolet 3.5 350 HP (4x4),Porsche,911,911 Carrera 4 Cabriolet,Standart,Binek,Cabrio,S,2015,Almanya,Icten Yanmali (Standart),40486,Benzin,Atmosferik,6,3436 cc,Cok Noktadan Enjeksiyon,282 km/s,390 nm,350 BG,5.1 saniye,1500 kg,1808 mm,4491 mm,1303 mm,,125 lt,2.0,Elektronik Park Freni,Yok,Yok,Yok,Yok,Otomatik Klima,Kumas & Deri,4.0,,Elektrikli,Bi-Xenon,Var,19 inc,Alasimli,40 %,235/40 R19,235 mm,,,,,,,,,,4x4 Cekisli,Var,7 ileri,,Manuel,Var,,Var,,,,,223 g/km,9.5 lt,,7.5 lt,13.1 lt,68 lt,,8 adet,
2015 Porsche 911 Carrera 4 Cabriolet 3.5 350 HP Otomatik (4x4),Porsche,911,911 Carrera 4 Cabriolet,Standart,Binek,Cabrio,S,2015,Almanya,Icten Yanmali (Standart),40486,Benzin,Atmosferik,6,3436 cc,Cok Noktadan Enjeksiyon,280 km/s,390 nm,350 BG,4.9 saniye,1520 kg,1808 mm,4491 mm,1303 mm,,125 lt,2.0,Elektronik Park Freni,Yok,Yok,Yok,Yok,Otomatik Klima,Kumas & Deri,4.0,,Elektrikli,Bi-Xenon,Var,19 inc,Alasimli,40 %,235/40 R19,235 mm,,,,,,,,,,4x4 Cekisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,,Var,,,,,202 g/km,8.7 lt,,6.9 lt,11.8 lt,68 lt,,8 adet,
2014 Porsche 911 Carrera 4 Cabriolet (4x4),Porsche,911,911 Carrera 4 Cabriolet 4X4,Standart,Binek,Cabrio,S,2014,Almanya,Icten Yanmali (Standart),40486,Benzin,Atmosferik,6,3436 cc,Cok Noktadan Enjeksiyon,282 km/s,390 nm,350 BG,5.1 saniye,1500 kg,1852 mm,4491 mm,1300 mm,,135 lt,2.0,Elektronik Park Freni,Yok,Yok,Var,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var,19 inc,Alasimli,40 %,235/40 R19,235 mm,,,,,,,,,,4x4 Cekisli,Var,7 ileri,,Manuel,Var,,Var,,,,,224 g/km,9.5 lt,,7.2 lt,13.5 lt,68 lt,,8 adet,
2014 Porsche 911 Carrera 4S Cabriolet Otomatik (4x4),Porsche,911,911 Carrera 4S Cabriolet,Standart,Binek,Cabrio,S,2014,Almanya,Icten Yanmali (Standart),59730,Benzin,Atmosferik,6,3800 cc,Cok Noktadan Enjeksiyon,294 km/s,440 nm,400 BG,4.5 saniye,1535 kg,1852 mm,4491 mm,1294 mm,,125 lt,2.0,Elektronik Park Freni,Yok,Yok,Yok,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var,20 inc,Alasimli,35 %,245/35 R20,245 mm,,,,,,,,,,4x4 Cekisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,,Var,,,,,217 g/km,9.2 lt,,7.1 lt,12.9 lt,68 lt,,8 adet,
2015 Porsche 911 Carrera 4S Cabriolet 3.8 400HP (4x4),Porsche,911,911 Carrera 4S Cabriolet,Standart,Binek,Cabrio,S,2015,Almanya,Icten Yanmali (Standart),59730,Benzin,Atmosferik,6,3800 cc,Cok Noktadan Enjeksiyon,296 km/s,440 nm,400 BG,4.7 saniye,1500 kg,1808 mm,4491 mm,1303 mm,,125 lt,2.0,Elektronik Park Freni,Yok,Yok,Yok,Yok,Otomatik Klima,Kumas & Deri,4.0,,Elektrikli,Bi-Xenon,Var,19 inc,Alasimli,40 %,235/40 R19,235 mm,,,,,,,,,,4x4 Cekisli,Var,7 ileri,,Manuel,Var,,Var,,,,,235 g/km,10.0 lt,,7.7 lt,13.9 lt,68 lt,,8 adet,
2015 Porsche 911 Carrera 4S Cabriolet 3.8 400HP Otomatik (4x4),Porsche,911,911 Carrera 4S Cabriolet,Standart,Binek,Cabrio,S,2015,Almanya,Icten Yanmali (Standart),59730,Benzin,Atmosferik,6,3800 cc,Cok Noktadan Enjeksiyon,294 km/s,440 nm,400 BG,4.5 saniye,1500 kg,1808 mm,4491 mm,1303 mm,,125 lt,2.0,Elektronik Park Freni,Yok,Yok,Yok,Yok,Otomatik Klima,Kumas & Deri,4.0,,Elektrikli,Bi-Xenon,Var,19 inc,Alasimli,40 %,235/40 R19,235 mm,,,,,,,,,,4x4 Cekisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,,Var,,,,,214 g/km,9.2 lt,,7.1 lt,12.5 lt,68 lt,,8 adet,
2016 Porsche 911 Carrera 4S Cabriolet 3.0 420 PS (4x4),Porsche,911,911 Carrera 4S Cabriolet,Standart,Binek,Cabrio,S,2016,Almanya,Icten Yanmali (Standart),26654,Benzin,Cift Turbo,6,2981 cc,DFI (Dogrudan Yakit Enjeksiyonu),303 km/s,440 nm,420 BG,4.4 saniye,1635 kg,1852 mm,4499 mm,1293 mm,125 lt,,2.0,Elektronik Park Freni,Var,Var,,,Otomatik Klima,Deri,4.0,Elektrikli,Elektrikli,Bi-Xenon,,20 inc,Alasimli,35 %,245/35 R20,245 mm,,,,,,,,,,4x4 Cekisli,,7 ileri,,Manuel,Var,Var,,,,,,208 g/km,9.0 lt,,6.8 lt,12.6 lt,67 lt,,6 adet,
2016 Porsche 911 Carrera 4S Cabriolet 3.0 420 PS PDK (4x4),Porsche,911,911 Carrera 4S Cabriolet,Standart,Binek,Cabrio,S,2016,Almanya,Icten Yanmali (Standart),26654,Benzin,Cift Turbo,6,2981 cc,DFI (Dogrudan Yakit Enjeksiyonu),301 km/s,440 nm,420 BG,4.2 saniye,1655 kg,1852 mm,4499 mm,1293 mm,125 lt,,2.0,Elektronik Park Freni,Var,Var,,,Otomatik Klima,Deri,4.0,Elektrikli,Elektrikli,Bi-Xenon,,20 inc,Alasimli,35 %,245/35 R20,245 mm,,,,,,,,,,4x4 Cekisli,,7 ileri,PDK (Porsche Otm.),Otomatik,Var,Var,,,,,,184 g/km,8.0 lt,,6.7 lt,10.4 lt,67 lt,,6 adet,
2014 Porsche 911 Carrera 4S Cabriolet (4x4),Porsche,911,911 Carrera 4S Cabriolet 4X4,Standart,Binek,Cabrio,S,2014,Almanya,Icten Yanmali (Standart),59730,Benzin,Atmosferik,6,3800 cc,Cok Noktadan Enjeksiyon,280 km/s,440 nm,400 BG,4.9 saniye,1515 kg,1852 mm,4491 mm,1294 mm,,125 lt,2.0,Elektronik Park Freni,Yok,Yok,Yok,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var,20 inc,Alasimli,35 %,245/35 R20,245 mm,,,,,,,,,,4x4 Cekisli,Var,7 ileri,,Manuel,Var,,Var,,,,,205 g/km,8.7 lt,,6.9 lt,11.9 lt,68 lt,,8 adet,
2014 Porsche 911 Carrera Cabriolet Otomatik,Porsche,911,911 Carrera Cabriolet,Standart,Binek,Cabrio,S,2014,Almanya,Icten Yanmali (Standart),40486,Benzin,Atmosferik,6,3436 cc,Cok Noktadan Enjeksiyon,284 km/s,390 nm,350 BG,4.8 saniye,1470 kg,1808 mm,4491 mm,1299 mm,,135 lt,2.0,Elektronik Park Freni,Yok,Yok,Var,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var,19 inc,Alasimli,40 %,235/40 R19,235 mm,,,,,,,,,,Arkadan Itisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,,Var,,,,,198 g/km,8.4 lt,,6.7 lt,11.4 lt,64 lt,,8 adet,
2014 Porsche 911 Carrera Cabriolet,Porsche,911,911 Carrera Cabriolet,Standart,Binek,Cabrio,S,2014,Almanya,Icten Yanmali (Standart),40486,Benzin,Atmosferik,6,3436 cc,Cok Noktadan Enjeksiyon,289 km/s,390 nm,350 BG,4.8 saniye,1450 kg,1808 mm,4491 mm,1299 mm,,135 lt,2.0,Elektronik Park Freni,Yok,Yok,Var,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var,19 inc,Alasimli,40 %,235/40 R19,235 mm,,,,,,,,,,Arkadan Itisli,Var,7 ileri,,Manuel,Var,,Var,,,,,217 g/km,9.2 lt,,7.0 lt,13.1 lt,64 lt,,8 adet,
2015 Porsche 911 Carrera Cabriolet 3.5 350 HP Otomatik,Porsche,911,911 Carrera Cabriolet,Standart,Binek,Cabrio,S,2015,Almanya,Icten Yanmali (Standart),40486,Benzin,Atmosferik,6,3436 cc,Cok Noktadan Enjeksiyon,284 km/s,390 nm,350 BG,4.8 saniye,1470 kg,1808 mm,4491 mm,1299 mm,,145 lt,2.0,Elektronik Park Freni,Yok,Yok,Var,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var,19 inc,Alasimli,40 %,235/40 R19,235 mm,,,,,,,,,,Arkadan Itisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,,Var,,,,,195 g/km,8.4 lt,,6.7 lt,11.5 lt,64 lt,,8 adet,
2015 Porsche 911 Carrera Cabriolet 3.5 350 HP,Porsche,911,911 Carrera Cabriolet,Standart,Binek,Cabrio,S,2015,Almanya,Icten Yanmali (Standart),40486,Benzin,Atmosferik,6,3436 cc,Cok Noktadan Enjeksiyon,286 km/s,390 nm,350 BG,5.0 saniye,1450 kg,1808 mm,4491 mm,1299 mm,,145 lt,2.0,Elektronik Park Freni,Yok,Yok,Var,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var,19 inc,Alasimli,40 %,235/40 R19,235 mm,,,,,,,,,,Arkadan Itisli,Var,7 ileri,,Manuel,Var,,Var,,,,,216 g/km,9.2 lt,,7.2 lt,12.7 lt,64 lt,,8 adet,
2016 Porsche 911 Carrera Cabriolet 3.0 370 HP PDK,Porsche,911,911 Carrera Cabriolet,Standart,Binek,Cabrio,S,2016,Almanya,Icten Yanmali (Standart),26654,Benzin,Cift Turbo,6,2981 cc,DFI (Dogrudan Yakit Enjeksiyonu),290 km/s,450 nm,370 BG,4.6 saniye,1520 kg,1808 mm,4499 mm,1289 mm,,145 lt,2.0,Elektronik Park Freni,Var,Var,Var,,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var,19 inc,Alasimli,40 %,235/40 R19,235 mm,,,,,,,,,,Arkadan Itisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,,Yok,,,,,172 g/km,7.5 lt,,6.2 lt,9.9 lt,64 lt,,6 adet,
2016 Porsche 911 Carrera Cabriolet 3.0 370 HP,Porsche,911,911 Carrera Cabriolet,Standart,Binek,Cabrio,S,2016,Almanya,Icten Yanmali (Standart),26654,Benzin,Cift Turbo,6,2981 cc,DFI (Dogrudan Yakit Enjeksiyonu),292 km/s,450 nm,370 BG,4.8 saniye,1500 kg,1808 mm,4499 mm,1289 mm,,145 lt,2.0,Elektronik Park Freni,Var,Var,Var,,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var,19 inc,Alasimli,40 %,235/40 R19,235 mm,,,,,,,,,,Arkadan Itisli,Var,7 ileri,,Manuel,Var,,Yok,,,,,195 g/km,8.5 lt,,6.5 lt,11.9 lt,64 lt,,6 adet,
2014 Porsche 911 Carrera S Cabriolet Otomatik,Porsche,911,911 Carrera S Cabriolet,Standart,Binek,Cabrio,S,2014,Almanya,Icten Yanmali (Standart),59730,Benzin,Atmosferik,6,3800 cc,Cok Noktadan Enjeksiyon,299 km/s,440 nm,400 BG,4.5 saniye,1485 kg,1808 mm,4491 mm,1292 mm,,135 lt,2.0,Elektronik Park Freni,Yok,Yok,Var,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var,20 inc,Alasimli,35 %,245/35 R20,245 mm,,,,,,,,,,Arkadan Itisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,,Var,,,,,210 g/km,8.9 lt,,6.9 lt,12.4 lt,64 lt,,8 adet,
2014 Porsche 911 Carrera S Cabriolet,Porsche,911,911 Carrera S Cabriolet,Standart,Binek,Cabrio,S,2014,Almanya,Icten Yanmali (Standart),59730,Benzin,Atmosferik,6,3800 cc,Cok Noktadan Enjeksiyon,299 km/s,440 nm,400 BG,4.5 saniye,1465 kg,1808 mm,4491 mm,1292 mm,,135 lt,2.0,Elektronik Park Freni,Yok,Yok,Var,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var,20 inc,Alasimli,35 %,245/35 R20,245 mm,,,,,,,,,,Arkadan Itisli,Var,7 ileri,,Manuel,Var,,Var,,,,,210 g/km,8.9 lt,,6.9 lt,12.4 lt,64 lt,,8 adet,
2015 Porsche 911 Carrera S Cabriolet 3.8 400 HP Otomatik,Porsche,911,911 Carrera S Cabriolet,Standart,Binek,Cabrio,S,2015,Almanya,Icten Yanmali (Standart),59730,Benzin,Atmosferik,6,3800 cc,Cok Noktadan Enjeksiyon,299 km/s,440 nm,400 BG,4.5 saniye,1485 kg,1808 mm,4491 mm,1303 mm,,145 lt,2.0,Elektronik Park Freni,Yok,Yok,Yok,Yok,Otomatik Klima,Kumas & Deri,4.0,,Elektrikli,Bi-Xenon,Var,19 inc,Alasimli,40 %,235/40 R19,235 mm,,,,,,,,,,Arkadan Itisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,,Var,,,,,207 g/km,8.9 lt,,6.9 lt,12.2 lt,64 lt,,8 adet,
2015 Porsche 911 Carrera S Cabriolet 3.8 400 HP,Porsche,911,911 Carrera S Cabriolet,Standart,Binek,Cabrio,S,2015,Almanya,Icten Yanmali (Standart),59730,Benzin,Atmosferik,6,3800 cc,Cok Noktadan Enjeksiyon,301 km/s,440 nm,400 BG,4.7 saniye,1465 kg,1808 mm,4491 mm,1303 mm,,145 lt,2.0,Elektronik Park Freni,Yok,Yok,Yok,Yok,Otomatik Klima,Kumas & Deri,4.0,,Elektrikli,Bi-Xenon,Var,19 inc,Alasimli,40 %,235/40 R19,235 mm,,,,,,,,,,Arkadan Itisli,Var,7 ileri,,Manuel,Var,,Var,,,,,228 g/km,9.7 lt,,7.5 lt,13.6 lt,64 lt,,8 adet,
2016 Porsche 911 Carrera S Cabriolet 3.0 420 PS PDK,Porsche,911,911 Carrera S Cabriolet,Standart,Binek,Cabrio,S,2016,Almanya,Icten Yanmali (Standart),26654,Benzin,Cift Turbo,6,2981 cc,DFI (Dogrudan Yakit Enjeksiyonu),304 km/s,440 nm,420 BG,4.3 saniye,1530 kg,1808 mm,4499 mm,1291 mm,145 lt,,2.0,Elektronik Park Freni,Var,Var,Var,,Otomatik Klima,Deri,4.0,Elektrikli,Elektrikli,Bi-Xenon,Yok,20 inc,Alasimli,35 %,245/35 R20,245 mm,,,,,,,,,,Arkadan Itisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,Var,Var,,,,,178 g/km,7.8 lt,,6.5 lt,10.2 lt,64 lt,,6 adet,
2016 Porsche 911 Carrera S Cabriolet 3.0 420 PS,Porsche,911,911 Carrera S Cabriolet,Standart,Binek,Cabrio,S,2016,Almanya,Icten Yanmali (Standart),26654,Benzin,Cift Turbo,6,2981 cc,DFI (Dogrudan Yakit Enjeksiyonu),306 km/s,440 nm,420 BG,4.5 saniye,1510 kg,1808 mm,4499 mm,1291 mm,145 lt,,2.0,Elektronik Park Freni,Var,Var,Var,,Otomatik Klima,Deri,4.0,Elektrikli,Elektrikli,Bi-Xenon,Yok,20 inc,Alasimli,35 %,245/35 R20,245 mm,,,,,,,,,,Arkadan Itisli,Yok,7 ileri,,Manuel,Var,Var,Yok,,,,,202 g/km,8.8 lt,,6.7 lt,12.3 lt,64 lt,,6 adet,
2016 Porsche 911 Targa 4 3.0 370 HP (4x4),Porsche,911,911 Targa 4,Standart,Binek,Cabrio,S,2016,Almanya,Icten Yanmali (Standart),26654,Benzin,Cift Turbo,6,2981 cc,DFI (Dogrudan Yakit Enjeksiyonu),289 km/s,390 nm,370 BG,4.7 saniye,1570 kg,1852 mm,4499 mm,1288 mm,,125 lt,2.0,Elektronik Park Freni,Var,Var,Var,,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var,19 inc,Alasimli,40 %,235/40 R19,235 mm,,,,,,,,,,4x4 Cekisli,Var,7 ileri,,Manuel,Var,,Yok,,,,,206 g/km,8.9 lt,,6.9 lt,12.4 lt,67 lt,,6 adet,
2016 Porsche 911 Targa 4 3.0 370 HP PDK (4x4),Porsche,911,911 Targa 4,Standart,Binek,Cabrio,S,2016,Almanya,Icten Yanmali (Standart),26654,Benzin,Cift Turbo,6,2981 cc,DFI (Dogrudan Yakit Enjeksiyonu),287 km/s,390 nm,370 BG,4.5 saniye,1590 kg,1852 mm,4499 mm,1288 mm,,125 lt,2.0,Elektronik Park Freni,Var,Var,Var,,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var,19 inc,Alasimli,40 %,235/40 R19,235 mm,,,,,,,,,,4x4 Cekisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,,Yok,,,,,182 g/km,7.9 lt,,6.5 lt,10.3 lt,67 lt,,6 adet,
2018 Fiat 500 1.2 Fire 69 HP Dualogic Lounge,Fiat,500,500,Lounge,Binek,Coupe,A,2018,Italya,Icten Yanmali (Standart),1882,Benzin,Atmosferik,4,1242 cc,Cok Noktadan Enjeksiyon,160 km/s,102 nm,69 BG,12.9 saniye,940 kg,1627 mm,3546 mm,1488 mm,550 lt,185 lt,3.0,Mekanik Park Freni,,Var,Var,,Otomatik Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var,15 inc,Alasimli,55 %,185/55 R15,185 mm,,,,,,,,,,Onden Cekisli,Var,5 ileri,Dualogic (Yari Otm.),Otomatik,Var,,,,,Var,Euro 6,111 g/km,4.8 lt,,4.1 lt,6.0 lt,35 lt,,7 adet,3 yildiz
2018 Fiat 500 1.2 Fire 69 HP Dualogic Sport,Fiat,500,500,Sport,Binek,Coupe,A,2018,Italya,Icten Yanmali (Standart),1882,Benzin,Atmosferik,4,1242 cc,Cok Noktadan Enjeksiyon,160 km/s,102 nm,69 BG,12.9 saniye,940 kg,1627 mm,3546 mm,1488 mm,550 lt,185 lt,3.0,Mekanik Park Freni,,Var,Var,,Otomatik Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var,15 inc,Alasimli,55 %,185/55 R15,185 mm,,,,,,,,,,Onden Cekisli,Var,5 ileri,Dualogic (Yari Otm.),Otomatik,Var,,,Var,,Var,Euro 6,111 g/km,4.8 lt,,4.1 lt,6.0 lt,35 lt,,7 adet,3 yildiz
2015 Fiat 500 0.9 Twinair 105 HP Sport,Fiat,500,500,Sport,Binek,Coupe,A,2015,Italya,Icten Yanmali (Standart),1882,Benzin,Turbo,2,875 cc,Cok Noktadan Enjeksiyon,188 km/s,145 nm,105 BG,10.0 saniye,940 kg,1627 mm,3546 mm,1488 mm,550 lt,185 lt,3.0,Mekanik Park Freni,Yok,Yok,Var,Yok,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var,15 inc,Alasimli,55 %,185/55 R15,185 mm,,,,,,,,,,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,,,Var,,118 g/km,5.0 lt,,4.3 lt,6.2 lt,35 lt,,7 adet,3 yildiz
2015 Fiat 500 1.2 Fire 69 HP Dualogic Cult,Fiat,500,500,Cult,Binek,Coupe,A,2015,Italya,Icten Yanmali (Standart),1882,Benzin,Atmosferik,4,1242 cc,Cok Noktadan Enjeksiyon,160 km/s,102 nm,69 BG,12.9 saniye,865 kg,1627 mm,3546 mm,1488 mm,550 lt,185 lt,3.0,Mekanik Park Freni,Yok,Yok,Var,Yok,Otomatik Klima,Deri,4.0,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,45 %,195/45 R16,195 mm,,,,,,,,,,Onden Cekisli,Yok,5 ileri,Dualogic (Yari Otm.),Otomatik,Yok,,Yok,,,,,118 g/km,5.0 lt,,4.3 lt,6.2 lt,35 lt,,7 adet,3 yildiz
