MARKA,TEMEL OZELLIKLER - Seri,MODEL,TEMEL OZELLIKLER - Donanim Paketi,TEMEL OZELLIKLER - Arac Turu,TEMEL OZELLIKLER - Govde Tipi,TEMEL OZELLIKLER - Segment,TEMEL OZELLIKLER - Model Yili,TEMEL OZELLIKLER - Ait Oldugu Ulke,TEMEL OZELLIKLER - Motor Tipi,TEMEL OZELLIKLER - Motorlu Tasit Vergisi,TEMEL OZELLIKLER - Yakit Tipi,MOTOR (Icten Yanmali) - Besleme Tipi,MOTOR (Icten Yanmali) - Silindir Adedi,MOTOR (Icten Yanmali) - Silindir Hacmi,MOTOR (Icten Yanmali) - Yakit Puskurtme,PERFORMANS - Azami Hiz,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gucu (Toplam),PERFORMANS - 0 - 100 Km Hizlanma,AGIRLIK & OLCULER - Agirlik,AGIRLIK & OLCULER - Genislik,AGIRLIK & OLCULER - Uzunluk,AGIRLIK & OLCULER - Yukseklik,BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk),BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk),CAMLAR & AYNALAR - Acilir Tavan,CAMLAR & AYNALAR - Arka Yan Cam Ayarlari,CAMLAR & AYNALAR - Ic Dikiz Aynasi,CAMLAR & AYNALAR - On Yan Cam Ayarlari,CAMLAR & AYNALAR - Panoramik Cam Tavan,CAMLAR & AYNALAR - Yan Dikiz Aynalari,DIREKSIYON OZELLIKLERI - Direksiyon Ozellikleri,DIREKSIYON OZELLIKLERI - Direksiyon Sistemi,DIS GOVDE - Dis Govde Ozellikleri,DIS GOVDE - Kapi Sayisi,FRENLER & SUSPANSIYON - ABS Fren Sistemi,FRENLER & SUSPANSIYON - Arka Suspansiyonlar,FRENLER & SUSPANSIYON - Ayarlanir Suspansiyon,FRENLER & SUSPANSIYON - Fren Destek Sistemleri,FRENLER & SUSPANSIYON - On Suspansiyonlar,FRENLER & SUSPANSIYON - Park Freni Tipi,GOSTERGELER & SENSORLER - Far Sensoru,GOSTERGELER & SENSORLER - Gostergeler & Bildirimler,GOSTERGELER & SENSORLER - Lastik Basinc Sensoru,GOSTERGELER & SENSORLER - Park Sensoru & Yardimi,GOSTERGELER & SENSORLER - Yagmur Sensoru,ISITMA & SOGUTMA - Klima,ISITMA & SOGUTMA - Torpido Ozellikleri,KOLTUKLAR & IC DOSEME - Kol Dayama,KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi,KOLTUKLAR & IC DOSEME - Koltuk Isitma - Sogutma,KOLTUKLAR & IC DOSEME - Koltuk Sayisi,KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari,KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari,LAMBALAR & AYDINLATMA - Far Tipi,LAMBALAR & AYDINLATMA - Sis Farlari,LASTIK & JANT - Jant Capi,LASTIK & JANT - Jant Tipi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Taban Genisligi,Başlık,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Garantisi,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil,MOTOR (Elektrikli) - Menzil (WLTP - Birlesik),MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici),MOTOR (Elektrikli) - Motor Gucu,MOTOR (Elektrikli) - Ortalama Tuketim (Elk.),MOTOR (Elektrikli) - Sarj Suresi,MUZIK & EGLENCE - Harici Giris - Cikis,NAVIGASYON & BLUETOOTH - Bluetooth Telefon,NAVIGASYON & BLUETOOTH - Navigasyon,SANZIMAN & CEKIS SISTEMI - Cekis,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Ozellikleri,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi,SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi,SANZIMAN & CEKIS SISTEMI - Sanziman Ozellikleri,SANZIMAN & CEKIS SISTEMI - Sanziman Turu,SURUS DESTEK SISTEMLERI - Denge Kontrol Ozellikleri,SURUS DESTEK SISTEMLERI - Denge Kontrol Sistemi,SURUS DESTEK SISTEMLERI - Diferansiyel Kilidi,SURUS DESTEK SISTEMLERI - Dur & Kalk (Stop & Start),SURUS DESTEK SISTEMLERI - Hiz Sabitleme & Sinirlama,SURUS DESTEK SISTEMLERI - Serit Takip Sistemi,SURUS DESTEK SISTEMLERI - Yokus Kalkis Destegi,SURUS DESTEK SISTEMLERI - Yorgunluk Tespit Sistemi,TEMEL OZELLIKLER - Engelli Bireyler Icin OTV Muafiyeti,YAKIT TUKETIMI & EMISYON - Cevre Standardi (Emisyon),YAKIT TUKETIMI & EMISYON - Ortalama Emisyon,YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km),YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km/WLTP),YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi,YOLCU EMNIYETI - Anahtarsiz Sistem,YOLCU EMNIYETI - Carpisma Testi (NCAP/ANCAP),YOLCU EMNIYETI - Hava Yastigi,YOLCU EMNIYETI - Hava Yastigi Adedi,YOLCU EMNIYETI - Hava Yastigi Cesitleri,YOLCU EMNIYETI - NCAP/ANCAP Puani,YOLCU EMNIYETI - NCAP/ANCAP Yili
Ford,Tourneo Courier,Tourneo Courier,Journey Titanium Plus,Ticari,Kombi,Mini Ticari,2016,Amerika,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,170 km/s,215 nm,95 BG,14.0 saniye,1280 kg,1976 mm,4157 mm,1726 mm,1656 lt,708 lt,,Manuel,Otomatik Kararan,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari | 3 Kollu Sportif Tasarim,Elektrik Destekli,Cift Taraf Kayar Arka Kapilar | Govde Rengi Arka Tampon | Govde Rengi Kapi Kollari | Govde Rengi Yan Koruma Citalari | Krom Cerceveli On Izgara | Tavan Raylari | Yukari Acilir Camli Bagaj Kapagi,5,Var,,,EBA (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi) | Fren Enerjisi Geri Kazanimi,,Mekanik Park Freni,Var,,Var,Var,Var,Otomatik Klima,Aydinlatmali,Var,Kumas,Isitmali On Yolcu Koltugu | Isitmali Surucu Koltugu,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,195/55 R16,195 mm,2016 Ford Tourneo Courier 1.6 TDCi 95 PS Journey Titanium Plus,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,Yok,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,,Var,,,Euro 5,105 g/km,4.0 lt,,3.6 lt,4.7 lt,47 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,4 yildiz,2014
Ford,Tourneo Courier,Tourneo Courier,Journey Titanium,Ticari,Kombi,Mini Ticari,2016,Amerika,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,170 km/s,215 nm,95 BG,14.0 saniye,1280 kg,1976 mm,4157 mm,1726 mm,1656 lt,708 lt,,Manuel,Otomatik Kararan,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari | 3 Kollu Sportif Tasarim,Elektrik Destekli,Cift Taraf Kayar Arka Kapilar | Govde Rengi Arka Tampon | Govde Rengi Kapi Kollari | Govde Rengi Yan Koruma Citalari | Krom Cerceveli On Izgara | Tavan Raylari | Yukari Acilir Camli Bagaj Kapagi,5,Var,,,EBA (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi) | Fren Enerjisi Geri Kazanimi,,Mekanik Park Freni,Var,,Var,Yok,Var,Otomatik Klima,Aydinlatmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,195/55 R16,195 mm,2016 Ford Tourneo Courier 1.6 TDCi 95 PS Journey Titanium,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,Yok,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Yok,Var,,Var,,,Euro 5,105 g/km,4.0 lt,,3.6 lt,4.7 lt,47 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,4 yildiz,2014
Ford,Tourneo Courier,Tourneo Courier,Journey Trend,Ticari,Kombi,Mini Ticari,2016,Amerika,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1498 cc,Common Rail Direkt Enjeksiyon,157 km/s,215 nm,95 BG,16.0 saniye,1280 kg,1976 mm,4157 mm,1726 mm,1656 lt,708 lt,,Manuel,Standart,Elektrikli,,Elektrikli,,Elektrik Destekli,Cift Taraf Kayar Arka Kapilar | Yukari Acilir Camli Bagaj Kapagi,5,Var,,,EBA (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi) | Fren Enerjisi Geri Kazanimi,,Mekanik Park Freni,Yok,,Var,Yok,Yok,Manuel Klima,Aydinlatmali,Yok,Kumas,,5,Manuel,Manuel,Halojen,Yok,15 inc,Kapakli Sac,60 %,195/60 R15,195 mm,2016 Ford Tourneo Courier 1.6 TDCi 95 PS Journey Trend,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,Yok,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Yok,Yok,,Var,,,Euro 5,105 g/km,4.0 lt,,3.6 lt,4.7 lt,47 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,4 yildiz,2014
Ford,Tourneo Courier,Tourneo Courier,Titanium Plus,Ticari,Kombi,Mini Ticari,2016,Amerika,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,170 km/s,215 nm,95 BG,14.0 saniye,1280 kg,1976 mm,4157 mm,1726 mm,1656 lt,708 lt,,Manuel,Otomatik Kararan,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari | 3 Kollu Sportif Tasarim,Elektrik Destekli,Cift Taraf Kayar Arka Kapilar | Govde Rengi Arka Tampon | Govde Rengi Kapi Kollari | Govde Rengi Yan Koruma Citalari | Krom Cerceveli On Izgara | Tavan Raylari | Yukari Acilir Camli Bagaj Kapagi,5,Var,,,EBA (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi) | Fren Enerjisi Geri Kazanimi,,Mekanik Park Freni,Var,,Var,Var,Var,Otomatik Klima,Aydinlatmali,Var,Kumas,Isitmali On Yolcu Koltugu | Isitmali Surucu Koltugu,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,195/55 R16,195 mm,2016 Ford Tourneo Courier 1.6 TDCi 95 PS Titanium Plus,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,Yok,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,,Var,,,Euro 5,105 g/km,4.0 lt,,3.6 lt,4.7 lt,47 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,4 yildiz,2014
Ford,Tourneo Courier,Tourneo Courier,Titanium,Ticari,Kombi,Mini Ticari,2016,Amerika,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,170 km/s,215 nm,95 BG,14.0 saniye,1280 kg,1976 mm,4157 mm,1726 mm,1656 lt,708 lt,,Manuel,Otomatik Kararan,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari | 3 Kollu Sportif Tasarim,Elektrik Destekli,Cift Taraf Kayar Arka Kapilar | Govde Rengi Arka Tampon | Govde Rengi Kapi Kollari | Govde Rengi Yan Koruma Citalari | Krom Cerceveli On Izgara | Tavan Raylari | Yukari Acilir Camli Bagaj Kapagi,5,Var,,,EBA (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi) | Fren Enerjisi Geri Kazanimi,,Mekanik Park Freni,Var,,Yok,Yok,Var,Otomatik Klima,Aydinlatmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,195/55 R16,195 mm,2016 Ford Tourneo Courier 1.6 TDCi 95 PS Titanium,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,Yok,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Yok,Var,,Var,,,Euro 5,105 g/km,4.0 lt,,3.6 lt,4.7 lt,47 lt,,Var,Var,2 adet,On Yolcu Hava Yastigi | Surucu Hava Yastigi,4 yildiz,2014
Ford,Tourneo Courier,Tourneo Courier,Deluxe,Ticari,Kombi,Mini Ticari,2017,Amerika,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1498 cc,Common Rail Direkt Enjeksiyon,157 km/s,190 nm,75 BG,16.0 saniye,1278 kg,1976 mm,4157 mm,1726 mm,1656 lt,708 lt,,Manuel,Standart,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari | 3 Kollu Sportif Tasarim,Elektrik Destekli,Cift Taraf Kayar Arka Kapilar | Govde Rengi Arka Tampon | Govde Rengi Kapi Kollari | Govde Rengi Yan Koruma Citalari | Krom Cerceveli On Izgara | Yukari Acilir Camli Bagaj Kapagi,5,Var,,,EBA (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi) | Fren Enerjisi Geri Kazanimi,,Mekanik Park Freni,Yok,,Yok,Yok,Yok,Manuel Klima,Aydinlatmali,Yok,Kumas,,5,Manuel,Manuel,Halojen,Var,15 inc,Alasimli,60 %,195/60 R15,195 mm,2017 Ford Tourneo Courier 1.5 TDCi 75 PS Deluxe,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,Yok,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Yok,Yok,,Var,,,Euro 5,108 g/km,4.1 lt,,3.7 lt,4.7 lt,47 lt,,Var,Var,2 adet,On Yolcu Hava Yastigi | Surucu Hava Yastigi,4 yildiz,2014
Ford,Tourneo Courier,Tourneo Courier,Trend,Ticari,Kombi,Mini Ticari,2017,Amerika,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1498 cc,Common Rail Direkt Enjeksiyon,157 km/s,190 nm,75 BG,16.0 saniye,1278 kg,1976 mm,4157 mm,1726 mm,1656 lt,708 lt,,Manuel,Standart,Elektrikli,,Elektrikli,,Elektrik Destekli,Cift Taraf Kayar Arka Kapilar | Yukari Acilir Camli Bagaj Kapagi,5,Var,,,EBA (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi) | Fren Enerjisi Geri Kazanimi,,Mekanik Park Freni,Yok,,Yok,Yok,Yok,Manuel Klima,Aydinlatmali,Yok,Kumas,,5,Manuel,Manuel,Halojen,Yok,15 inc,Kapakli Sac,60 %,195/60 R15,195 mm,2017 Ford Tourneo Courier 1.5 TDCi 75 PS Trend,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,Yok,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Yok,Yok,,Var,,,Euro 5,108 g/km,4.1 lt,,3.7 lt,4.7 lt,47 lt,,Var,Var,2 adet,On Yolcu Hava Yastigi | Surucu Hava Yastigi,4 yildiz,2014
Ford,Tourneo Courier,Tourneo Courier,Journey Titanium Plus,Ticari,Kombi,Mini Ticari,2017,Amerika,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,170 km/s,215 nm,95 BG,14.0 saniye,1280 kg,1976 mm,4157 mm,1726 mm,1656 lt,708 lt,,Manuel,Otomatik Kararan,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari | 3 Kollu Sportif Tasarim,Elektrik Destekli,Cift Taraf Kayar Arka Kapilar | Govde Rengi Arka Tampon | Govde Rengi Kapi Kollari | Govde Rengi Yan Koruma Citalari | Krom Cerceveli On Izgara | Tavan Raylari | Yukari Acilir Camli Bagaj Kapagi,5,Var,,,EBA (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi) | Fren Enerjisi Geri Kazanimi,,Mekanik Park Freni,Var,,Var,Var,Var,Otomatik Klima,Aydinlatmali,Var,Kumas,Isitmali On Yolcu Koltugu | Isitmali Surucu Koltugu,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,195/55 R16,195 mm,2017 Ford Tourneo Courier 1.6 TDCi 95 PS Journey Titanium Plus,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,Yok,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,,Var,,,Euro 5,105 g/km,4.0 lt,,3.6 lt,4.7 lt,47 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,4 yildiz,2014
Ford,Tourneo Courier,Tourneo Courier,Journey Titanium,Ticari,Kombi,Mini Ticari,2017,Amerika,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,170 km/s,215 nm,95 BG,14.0 saniye,1280 kg,1976 mm,4157 mm,1726 mm,1656 lt,708 lt,,Manuel,Otomatik Kararan,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari | 3 Kollu Sportif Tasarim,Elektrik Destekli,Cift Taraf Kayar Arka Kapilar | Govde Rengi Arka Tampon | Govde Rengi Kapi Kollari | Govde Rengi Yan Koruma Citalari | Krom Cerceveli On Izgara | Tavan Raylari | Yukari Acilir Camli Bagaj Kapagi,5,Var,,,EBA (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi) | Fren Enerjisi Geri Kazanimi,,Mekanik Park Freni,Var,,Var,Yok,Var,Otomatik Klima,Aydinlatmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,195/55 R16,195 mm,2017 Ford Tourneo Courier 1.6 TDCi 95 PS Journey Titanium,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,Yok,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Yok,Var,,Var,,,Euro 5,105 g/km,4.0 lt,,3.6 lt,4.7 lt,47 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,4 yildiz,2014
Ford,Tourneo Courier,Tourneo Courier,Journey Trend,Ticari,Kombi,Mini Ticari,2017,Amerika,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1498 cc,Common Rail Direkt Enjeksiyon,157 km/s,215 nm,95 BG,16.0 saniye,1280 kg,1976 mm,4157 mm,1726 mm,1656 lt,708 lt,,Manuel,Standart,Elektrikli,,Elektrikli,,Elektrik Destekli,Cift Taraf Kayar Arka Kapilar | Yukari Acilir Camli Bagaj Kapagi,5,Var,,,EBA (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi) | Fren Enerjisi Geri Kazanimi,,Mekanik Park Freni,Yok,,Var,Yok,Yok,Manuel Klima,Aydinlatmali,Yok,Kumas,,5,Manuel,Manuel,Halojen,Yok,15 inc,Kapakli Sac,60 %,195/60 R15,195 mm,2017 Ford Tourneo Courier 1.6 TDCi 95 PS Journey Trend,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,Yok,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Yok,Yok,,Var,,,Euro 5,105 g/km,4.0 lt,,3.6 lt,4.7 lt,47 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,4 yildiz,2014
Ford,Tourneo Courier,Tourneo Courier,Titanium Plus,Ticari,Kombi,Mini Ticari,2017,Amerika,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,170 km/s,215 nm,95 BG,14.0 saniye,1280 kg,1976 mm,4157 mm,1726 mm,1656 lt,708 lt,,Manuel,Otomatik Kararan,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari | 3 Kollu Sportif Tasarim,Elektrik Destekli,Cift Taraf Kayar Arka Kapilar | Govde Rengi Arka Tampon | Govde Rengi Kapi Kollari | Govde Rengi Yan Koruma Citalari | Krom Cerceveli On Izgara | Tavan Raylari | Yukari Acilir Camli Bagaj Kapagi,5,Var,,,EBA (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi) | Fren Enerjisi Geri Kazanimi,,Mekanik Park Freni,Var,,Var,Var,Var,Otomatik Klima,Aydinlatmali,Var,Kumas,Isitmali On Yolcu Koltugu | Isitmali Surucu Koltugu,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,195/55 R16,195 mm,2017 Ford Tourneo Courier 1.6 TDCi 95 PS Titanium Plus,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,Yok,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Var,Var,,Var,,,Euro 5,105 g/km,4.0 lt,,3.6 lt,4.7 lt,47 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,4 yildiz,2014
Ford,Tourneo Courier,Tourneo Courier,Titanium,Ticari,Kombi,Mini Ticari,2017,Amerika,Icten Yanmali (Standart),3661,Dizel,Turbo,4,1560 cc,Common Rail Direkt Enjeksiyon,170 km/s,215 nm,95 BG,14.0 saniye,1280 kg,1976 mm,4157 mm,1726 mm,1656 lt,708 lt,,Manuel,Otomatik Kararan,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari | 3 Kollu Sportif Tasarim,Elektrik Destekli,Cift Taraf Kayar Arka Kapilar | Govde Rengi Arka Tampon | Govde Rengi Kapi Kollari | Govde Rengi Yan Koruma Citalari | Krom Cerceveli On Izgara | Tavan Raylari | Yukari Acilir Camli Bagaj Kapagi,5,Var,,,EBA (Acil Fren Destegi) | EBD (Elektronik Fren Dagitimi) | Fren Enerjisi Geri Kazanimi,,Mekanik Park Freni,Var,,Yok,Yok,Var,Otomatik Klima,Aydinlatmali,Var,Kumas,,5,Manuel,Manuel,Halojen,Var,16 inc,Alasimli,55 %,195/55 R16,195 mm,2017 Ford Tourneo Courier 1.6 TDCi 95 PS Titanium,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,,Yok,5 ileri,,Manuel,ESP (Elektronik Denge Kontrolu),Var,,Yok,Var,,Var,,,Euro 5,105 g/km,4.0 lt,,3.6 lt,4.7 lt,47 lt,,Var,Var,2 adet,On Yolcu Hava Yastigi | Surucu Hava Yastigi,4 yildiz,2014
Ford,Tourneo Custom,Tourneo Custom 300L,Trend,Ticari,Minibus,Hafif Ticari,2017,Amerika,Icten Yanmali (Standart),15954,Dizel,Turbo,4,2198 cc,Common Rail Direkt Enjeksiyon,157 km/s,350 nm,125 BG,,2167 kg,1986 mm,5339 mm,2020 mm,,,,,Standart,Elektrikli,,Elektrikli,Muzik Sistemi Kumanda Tuslari | Yukseklik & Derinlik Ayari,Hidrolik,Yan Basamaklar,5,Var,Konfor Tipi Suspansiyon,,HBA (Hidrolik Fren Yardimcisi),,Mekanik Park Freni,Yok,,Var,Yok,Yok,Yok,,Var,,,9,,Manuel,Halojen,Yok,16 inc,Kapakli Sac,65 %,215/65 R16,215 mm,2017 Ford Tourneo Custom 300L 2.2 TDCi 125 PS Trend,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,Dinamik Tork Kontrolu | TCS (Elektronik Cekis Kontrol Sistemi),Var,6 ileri,,Manuel,ARM (Aktif Devrilme Korumasi) | AYC (Aktif Savrulma Kontrolu) | ESP (Elektronik Denge Kontrolu) | LAC (Yuke Duyarli Kontrol),Var,,Var,Yok,Yok,Var,Yok,,Euro 5,172 g/km,6.5 lt,,6.1 lt,7.3 lt,80 lt,,Var,Var,2 adet,On Yolcu Hava Yastigi | Surucu Hava Yastigi,5 yildiz,2012
Ford,Tourneo Custom,Tourneo Custom 300L,Titanium,Ticari,Minibus,Hafif Ticari,2017,Amerika,Icten Yanmali (Standart),15954,Dizel,Turbo,4,2198 cc,Common Rail Direkt Enjeksiyon,157 km/s,385 nm,155 BG,,2207 kg,1986 mm,5339 mm,2020 mm,,,,,Standart,Elektrikli,,Elektrikli,Deri Direksiyon Simidi | Muzik Sistemi Kumanda Tuslari | Yukseklik & Derinlik Ayari,Hidrolik,Govde Rengi On Tampon | Yan Basamaklar,5,Var,Konfor Tipi Suspansiyon,,HBA (Hidrolik Fren Yardimcisi),,Mekanik Park Freni,Yok,,Var,Var,Yok,Manuel Klima,Kilitlenebilir,Var,,Isitmali Surucu Koltugu,9,,Manuel,Halojen,Var,16 inc,Alasimli,65 %,215/65 R16,215 mm,2017 Ford Tourneo Custom 300L 2.2 TDCi 155 PS Titanium,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,Dinamik Tork Kontrolu | TCS (Elektronik Cekis Kontrol Sistemi),Var,6 ileri,,Manuel,ARM (Aktif Devrilme Korumasi) | AYC (Aktif Savrulma Kontrolu) | ESP (Elektronik Denge Kontrolu) | LAC (Yuke Duyarli Kontrol),Var,,Var,Var,Yok,Var,Yok,,Euro 5,172 g/km,6.5 lt,,6.1 lt,7.3 lt,80 lt,,Var,Var,6 adet,On Yolcu Hava Yastigi | Perde Hava Yastiklari | Surucu Hava Yastigi | Yan Hava Yastiklari,5 yildiz,2012
Ford,Tourneo Custom,Tourneo Custom 300S,Trend,Ticari,Minibus,Hafif Ticari,2017,Amerika,Icten Yanmali (Standart),15954,Dizel,Turbo,4,2198 cc,Common Rail Direkt Enjeksiyon,157 km/s,350 nm,125 BG,,2167 kg,1986 mm,4972 mm,2020 mm,,,,,Standart,Elektrikli,,Elektrikli,Muzik Sistemi Kumanda Tuslari | Yukseklik & Derinlik Ayari,Hidrolik,Yan Basamaklar,5,Var,Konfor Tipi Suspansiyon,,HBA (Hidrolik Fren Yardimcisi),,Mekanik Park Freni,Yok,,Var,Yok,Yok,Yok,,Var,,,9,,Manuel,Halojen,Yok,16 inc,Kapakli Sac,65 %,215/65 R16,215 mm,2017 Ford Tourneo Custom 300S 2.2 TDCi 125 PS Trend,,,,,,,,,,,Var,Var,Yok,Onden Cekisli,Dinamik Tork Kontrolu | TCS (Elektronik Cekis Kontrol Sistemi),Var,6 ileri,,Manuel,ARM (Aktif Devrilme Korumasi) | AYC (Aktif Savrulma Kontrolu) | ESP (Elektronik Denge Kontrolu) | LAC (Yuke Duyarli Kontrol),Var,,Var,Yok,Yok,Var,Yok,,Euro 5,172 g/km,6.5 lt,,6.1 lt,7.3 lt,80 lt,,Var,Var,2 adet,On Yolcu Hava Yastigi | Surucu Hava Yastigi,5 yildiz,2012
