BASLIK,TEMEL OZELLIKLER - Yakit Tipi,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil (WLTP - Birlesik),MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici),MOTOR (Elektrikli) - Motor Gucu,MOTOR (Elektrikli) - Ortalama Tuketim (Elk.),MOTOR (Elektrikli) - Sarj Suresi,AGIRLIK & OLCULER - Agirlik,BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk),BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk),DIS GOVDE - Kapi Sayisi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Taban Genisligi,LASTIK & JANT - Jant Capi,LASTIK & JANT - Jant Tipi,FRENLER & SUSPANSIYON - Park Freni Tipi,SANZIMAN & CEKIS SISTEMI - Cekis,SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi,SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi,SANZIMAN & CEKIS SISTEMI - Sanziman Ozellikleri,SANZIMAN & CEKIS SISTEMI - Sanziman Turu,SURUS DESTEK SISTEMLERI - Denge Kontrol Sistemi,SURUS DESTEK SISTEMLERI - Diferansiyel Kilidi,SURUS DESTEK SISTEMLERI - Dur & Kalk (Stop & Start),SURUS DESTEK SISTEMLERI - Hiz Sabitleme & Sinirlama,SURUS DESTEK SISTEMLERI - Serit Takip Sistemi,SURUS DESTEK SISTEMLERI - Yokus Kalkis Destegi,YAKIT TUKETIMI & EMISYON - Cevre Standardi (Emisyon),YAKIT TUKETIMI & EMISYON - Ortalama Emisyon,YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km),YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km/WLTP),YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km),YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi,YOLCU EMNIYETI - Anahtarsiz Sistem,YOLCU EMNIYETI - Hava Yastigi Adedi,YOLCU EMNIYETI - NCAP/ANCAP Puani,GOSTERGELER & SENSORLER - Far Sensoru,GOSTERGELER & SENSORLER - Lastik Basinc Sensoru,GOSTERGELER & SENSORLER - Park Sensoru & Yardimi,GOSTERGELER & SENSORLER - Yagmur Sensoru,ISITMA & SOGUTMA - Klima,KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi,KOLTUKLAR & IC DOSEME - Koltuk Sayisi,KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari,KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari,LAMBALAR & AYDINLATMA - Far Tipi,LAMBALAR & AYDINLATMA - Sis Farlari
2014 Porsche 911 Carrera S Cabriolet Otomatik,Benzin,,,,,,,,,1485 kg,,135 lt,2.0,35 %,245/35 R20,245 mm,20 inc,Alasimli,Elektronik Park Freni,Arkadan Itisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,,Var,,,,,210 g/km,8.9 lt,,6.9 lt,12.4 lt,64 lt,,8 adet,,Yok,Yok,Var,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var
2014 Porsche 911 Carrera S Cabriolet,Benzin,,,,,,,,,1465 kg,,135 lt,2.0,35 %,245/35 R20,245 mm,20 inc,Alasimli,Elektronik Park Freni,Arkadan Itisli,Var,7 ileri,,Manuel,Var,,Var,,,,,210 g/km,8.9 lt,,6.9 lt,12.4 lt,64 lt,,8 adet,,Yok,Yok,Var,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var
2015 Porsche 911 Carrera S Cabriolet 3.8 400 HP Otomatik,Benzin,,,,,,,,,1485 kg,,145 lt,2.0,40 %,235/40 R19,235 mm,19 inc,Alasimli,Elektronik Park Freni,Arkadan Itisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,,Var,,,,,207 g/km,8.9 lt,,6.9 lt,12.2 lt,64 lt,,8 adet,,Yok,Yok,Yok,Yok,Otomatik Klima,Kumas & Deri,4.0,,Elektrikli,Bi-Xenon,Var
2015 Porsche 911 Carrera S Cabriolet 3.8 400 HP,Benzin,,,,,,,,,1465 kg,,145 lt,2.0,40 %,235/40 R19,235 mm,19 inc,Alasimli,Elektronik Park Freni,Arkadan Itisli,Var,7 ileri,,Manuel,Var,,Var,,,,,228 g/km,9.7 lt,,7.5 lt,13.6 lt,64 lt,,8 adet,,Yok,Yok,Yok,Yok,Otomatik Klima,Kumas & Deri,4.0,,Elektrikli,Bi-Xenon,Var
2016 Porsche 911 Carrera S Cabriolet 3.0 420 PS PDK,Benzin,,,,,,,,,1530 kg,145 lt,,2.0,35 %,245/35 R20,245 mm,20 inc,Alasimli,Elektronik Park Freni,Arkadan Itisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,Var,Var,,,,,178 g/km,7.8 lt,,6.5 lt,10.2 lt,64 lt,,6 adet,,Var,Var,Var,,Otomatik Klima,Deri,4.0,Elektrikli,Elektrikli,Bi-Xenon,Yok
2016 Porsche 911 Carrera S Cabriolet 3.0 420 PS,Benzin,,,,,,,,,1510 kg,145 lt,,2.0,35 %,245/35 R20,245 mm,20 inc,Alasimli,Elektronik Park Freni,Arkadan Itisli,Yok,7 ileri,,Manuel,Var,Var,Yok,,,,,202 g/km,8.8 lt,,6.7 lt,12.3 lt,64 lt,,6 adet,,Var,Var,Var,,Otomatik Klima,Deri,4.0,Elektrikli,Elektrikli,Bi-Xenon,Yok
2016 Porsche 911 Targa 4 3.0 370 HP (4x4),Benzin,,,,,,,,,1570 kg,,125 lt,2.0,40 %,235/40 R19,235 mm,19 inc,Alasimli,Elektronik Park Freni,4x4 Cekisli,Var,7 ileri,,Manuel,Var,,Yok,,,,,206 g/km,8.9 lt,,6.9 lt,12.4 lt,67 lt,,6 adet,,Var,Var,Var,,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var
2016 Porsche 911 Targa 4 3.0 370 HP PDK (4x4),Benzin,,,,,,,,,1590 kg,,125 lt,2.0,40 %,235/40 R19,235 mm,19 inc,Alasimli,Elektronik Park Freni,4x4 Cekisli,Var,7 ileri,PDK (Porsche Otm.),Otomatik,Var,,Yok,,,,,182 g/km,7.9 lt,,6.5 lt,10.3 lt,67 lt,,6 adet,,Var,Var,Var,,Otomatik Klima,Kumas & Deri,4.0,Manuel,Elektrikli,Bi-Xenon,Var
2018 Fiat 500 1.2 Fire 69 HP Dualogic Lounge,Benzin,,,,,,,,,940 kg,550 lt,185 lt,3.0,55 %,185/55 R15,185 mm,15 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,Dualogic (Yari Otm.),Otomatik,Var,,,,,Var,Euro 6,111 g/km,4.8 lt,,4.1 lt,6.0 lt,35 lt,,7 adet,3 yildiz,,Var,Var,,Otomatik Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var
2018 Fiat 500 1.2 Fire 69 HP Dualogic Sport,Benzin,,,,,,,,,940 kg,550 lt,185 lt,3.0,55 %,185/55 R15,185 mm,15 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,Dualogic (Yari Otm.),Otomatik,Var,,,Var,,Var,Euro 6,111 g/km,4.8 lt,,4.1 lt,6.0 lt,35 lt,,7 adet,3 yildiz,,Var,Var,,Otomatik Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var
2015 Fiat 500 0.9 Twinair 105 HP Sport,Benzin,,,,,,,,,940 kg,550 lt,185 lt,3.0,55 %,185/55 R15,185 mm,15 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,,,Var,,118 g/km,5.0 lt,,4.3 lt,6.2 lt,35 lt,,7 adet,3 yildiz,Yok,Yok,Var,Yok,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var
2015 Fiat 500 1.2 Fire 69 HP Dualogic Cult,Benzin,,,,,,,,,865 kg,550 lt,185 lt,3.0,45 %,195/45 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,Dualogic (Yari Otm.),Otomatik,Yok,,Yok,,,,,118 g/km,5.0 lt,,4.3 lt,6.2 lt,35 lt,,7 adet,3 yildiz,Yok,Yok,Var,Yok,Otomatik Klima,Deri,4.0,Manuel,Manuel,Halojen,Var
2015 Fiat 500 1.2 Fire 69 HP Dualogic Lounge,Benzin,,,,,,,,,865 kg,550 lt,185 lt,3.0,55 %,185/55 R15,185 mm,15 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,Dualogic (Yari Otm.),Otomatik,Yok,,Yok,,,,,118 g/km,5.0 lt,,4.3 lt,6.2 lt,35 lt,,7 adet,3 yildiz,Yok,Yok,Var,Yok,Otomatik Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var
2015 Fiat 500 1.2 Fire 69 HP Dualogic Pop,Benzin,,,,,,,,,865 kg,550 lt,185 lt,3.0,65 %,175/65 R14,175 mm,14 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,Dualogic (Yari Otm.),Otomatik,Yok,,Yok,,,,,118 g/km,5.0 lt,,4.3 lt,6.2 lt,35 lt,,7 adet,3 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,Yok
2015 Fiat 500 1.2 Fire 69 HP Pop,Benzin,,,,,,,,,865 kg,550 lt,185 lt,3.0,65 %,175/65 R14,175 mm,14 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,,Manuel,Yok,,Yok,,,,,119 g/km,5.1 lt,,4.3 lt,6.4 lt,35 lt,,7 adet,3 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,Yok
2015 Fiat 500 1.2 Fire 69 HP Dualogic Cult,Benzin,,,,,,,,,900 kg,550 lt,185 lt,3.0,45 %,195/45 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,Dualogic (Yari Otm.),Otomatik,Var,,Yok,,,Var,Euro 6,111 g/km,4.8 lt,,4.1 lt,6.0 lt,35 lt,,7 adet,3 yildiz,Yok,Var,Var,Yok,Otomatik Klima,Deri,4.0,Manuel,Manuel,Halojen,Var
2015 Fiat 500 1.2 Fire 69 HP Dualogic Lounge,Benzin,,,,,,,,,900 kg,550 lt,185 lt,3.0,55 %,185/55 R15,185 mm,15 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,Dualogic (Yari Otm.),Otomatik,Var,,Yok,,,Var,Euro 6,111 g/km,4.8 lt,,4.1 lt,6.0 lt,35 lt,,7 adet,3 yildiz,Yok,Var,Var,Yok,Otomatik Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var
2015 Fiat 500 1.2 Fire 69 HP Dualogic Pop,Benzin,,,,,,,,,900 kg,550 lt,185 lt,3.0,65 %,175/65 R14,175 mm,14 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,Dualogic (Yari Otm.),Otomatik,Var,,Yok,,,Var,Euro 6,111 g/km,4.8 lt,,4.1 lt,6.0 lt,35 lt,,7 adet,3 yildiz,Yok,Var,Yok,Yok,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,Yok
2015 Fiat 500 1.2 Fire 69 HP Pop,Benzin,,,,,,,,,865 kg,550 lt,185 lt,3.0,65 %,175/65 R14,175 mm,14 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,Yok,,,Var,Euro 6,115 g/km,4.9 lt,,4.2 lt,6.2 lt,35 lt,,7 adet,3 yildiz,Yok,Var,Yok,Yok,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,Yok
2016 Fiat 500 1.2 Fire 69 HP Dualogic Lounge,Benzin,,,,,,,,,940 kg,550 lt,185 lt,3.0,55 %,185/55 R15,185 mm,15 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,Dualogic (Yari Otm.),Otomatik,Var,,,,,Var,Euro 6,111 g/km,4.8 lt,,4.1 lt,6.0 lt,35 lt,,7 adet,3 yildiz,,Var,Var,,Otomatik Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var
2016 Fiat 500 1.2 Fire 69 HP Dualogic Pop,Benzin,,,,,,,,,940 kg,550 lt,185 lt,3.0,65 %,175/65 R14,175 mm,14 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,Dualogic (Yari Otm.),Otomatik,Var,,,,,Var,Euro 6,111 g/km,4.8 lt,,4.1 lt,6.0 lt,35 lt,,7 adet,3 yildiz,,Var,,,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,Yok
2016 Fiat 500 1.2 Fire 69 HP Pop,Benzin,,,,,,,,,865 kg,550 lt,185 lt,3.0,65 %,175/65 R14,175 mm,14 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,,,Var,Euro 6,115 g/km,4.9 lt,,4.2 lt,6.2 lt,35 lt,,7 adet,3 yildiz,,Var,,,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,Yok
2017 Fiat 500 1.2 Fire 69 HP Dualogic Lounge,Benzin,,,,,,,,,940 kg,550 lt,185 lt,3.0,55 %,185/55 R15,185 mm,15 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,Dualogic (Yari Otm.),Otomatik,Var,,,,,Var,Euro 6,111 g/km,4.8 lt,,4.1 lt,6.0 lt,35 lt,,7 adet,3 yildiz,,Var,Var,,Otomatik Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var
2017 Fiat 500 1.2 Fire 69 HP Pop,Benzin,,,,,,,,,865 kg,550 lt,185 lt,3.0,65 %,175/65 R14,175 mm,14 inc,Kapakli Sac,Mekanik Park Freni,Onden Cekisli,Var,5 ileri,,Manuel,Var,,,,,Var,Euro 6,115 g/km,4.9 lt,,4.2 lt,6.2 lt,35 lt,,7 adet,3 yildiz,,Var,,,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,Yok
2015 Opel Adam 1.0 Turbo Ecotec 115 HP Glam,Benzin,,,,,,,,,1081 kg,663 lt,170 lt,3.0,55 %,195/55 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,6 ileri,,Manuel,Var,,Yok,Var,,Var,,139 g/km,5.9 lt,,4.9 lt,7.6 lt,35 lt,,6 adet,4 yildiz,Yok,Yok,Yok,Yok,Otomatik Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var
2015 Opel Adam 1.0 Turbo Ecotec 115 HP Jam,Benzin,,,,,,,,,1081 kg,663 lt,170 lt,3.0,55 %,195/55 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,6 ileri,,Manuel,Var,,Yok,Var,,Var,,139 g/km,5.9 lt,,4.9 lt,7.6 lt,35 lt,,6 adet,4 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var
2015 Opel Adam 1.0 Turbo Ecotec 115 HP Slam,Benzin,,,,,,,,,1081 kg,663 lt,170 lt,3.0,45 %,215/45 R17,215 mm,17 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,6 ileri,,Manuel,Var,,Yok,Var,,Var,,139 g/km,5.9 lt,,4.9 lt,7.6 lt,35 lt,,6 adet,4 yildiz,Yok,Yok,Yok,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Manuel,Halojen,Var
2015 Opel Adam 1.2 Ecotec 70 HP Jam,Benzin,,,,,,,,,1026 kg,663 lt,170 lt,3.0,55 %,195/55 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,,Manuel,Var,,Yok,Var,,Var,,125 g/km,5.3 lt,,4.3 lt,7.2 lt,35 lt,,6 adet,4 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var
2015 Opel Adam 1.4 Ecotec 87 HP Glam,Benzin,,,,,,,,,1060 kg,663 lt,170 lt,3.0,55 %,195/55 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,Easytronic (Yari Otm.),Otomatik,Var,,Yok,Var,,Var,,118 g/km,5.0 lt,,4.1 lt,6.6 lt,35 lt,,6 adet,4 yildiz,Yok,Yok,Yok,Yok,Otomatik Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var
2015 Opel Adam 1.4 Ecotec 87 HP Jam,Benzin,,,,,,,,,1060 kg,663 lt,170 lt,3.0,55 %,195/55 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,Easytronic (Yari Otm.),Otomatik,Var,,Yok,Var,,Var,,118 g/km,5.0 lt,,4.1 lt,6.6 lt,35 lt,,6 adet,4 yildiz,Yok,Yok,Yok,Yok,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var
2015 Opel Adam 1.4 Ecotec 87 HP Rocks,Benzin,,,,,,,,,1060 kg,663 lt,170 lt,3.0,45 %,215/45 R17,215 mm,17 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,Easytronic (Yari Otm.),Otomatik,Var,,Yok,Var,,Var,,118 g/km,5.0 lt,,4.1 lt,6.6 lt,35 lt,,6 adet,4 yildiz,Yok,Yok,Yok,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Manuel,Halojen,Var
2015 Opel Adam 1.4 Ecotec 87 HP Slam,Benzin,,,,,,,,,1060 kg,663 lt,170 lt,3.0,45 %,215/45 R17,215 mm,17 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,5 ileri,Easytronic (Yari Otm.),Otomatik,Var,,Yok,Var,,Var,,118 g/km,5.0 lt,,4.1 lt,6.6 lt,35 lt,,6 adet,4 yildiz,Yok,Yok,Yok,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Manuel,Halojen,Var
2015 Opel Adam 1.4 Turbo Ecotec 150 HP S,Benzin,,,,,,,,,1103 kg,663 lt,170 lt,3.0,45 %,215/45 R17,215 mm,17 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Yok,6 ileri,,Manuel,Var,,Yok,Var,,Var,,139 g/km,5.9 lt,,4.9 lt,7.6 lt,35 lt,,6 adet,4 yildiz,Yok,Yok,Yok,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Manuel,Halojen,Var
2016 Opel Adam 1.0 Turbo Ecotec 115 HP Glam,Benzin,,,,,,,,,1081 kg,663 lt,170 lt,3.0,55 %,195/55 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,,6 ileri,,Manuel,Var,,Var,Var,,Var,Euro 6,115 g/km,5.0 lt,,4.3 lt,6.1 lt,35 lt,,6 adet,4 yildiz,Yok,Var,Yok,Yok,Otomatik Klima,Kumas,4.0,Manuel,Manuel,Halojen,
2016 Opel Adam 1.0 Turbo Ecotec 115 HP Slam,Benzin,,,,,,,,,1081 kg,663 lt,170 lt,3.0,45 %,215/45 R17,215 mm,17 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,,6 ileri,,Manuel,Var,,Yok,Var,,Var,Euro 6,115 g/km,5.0 lt,,4.3 lt,6.1 lt,35 lt,,6 adet,4 yildiz,Yok,Var,Yok,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Manuel,Halojen,
2016 Opel Adam 1.2 Ecotec 70 HP Jam,Benzin,,,,,,,,,1026 kg,663 lt,170 lt,3.0,55 %,195/55 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,,5 ileri,,Manuel,Var,,Yok,Var,,Var,Euro 6,125 g/km,5.3 lt,,4.3 lt,7.2 lt,35 lt,,6 adet,4 yildiz,Yok,Var,Yok,Yok,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,
2016 Opel Adam 1.4 Ecotec 87 HP Otomatik Glam,Benzin,,,,,,,,,1060 kg,663 lt,170 lt,3.0,55 %,195/55 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,,5 ileri,Easytronic (Yari Otm.),Otomatik,Var,,Yok,Var,,Var,Euro 6,118 g/km,5.0 lt,,4.1 lt,6.6 lt,35 lt,,6 adet,4 yildiz,Yok,Var,Yok,Yok,Otomatik Klima,Kumas,4.0,Manuel,Manuel,Halojen,
2016 Opel Adam 1.4 Ecotec 87 HP Otomatik Jam,Benzin,,,,,,,,,1060 kg,663 lt,170 lt,3.0,55 %,195/55 R16,195 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,,5 ileri,Easytronic (Yari Otm.),Otomatik,Var,,Yok,Var,,Var,Euro 6,118 g/km,5.0 lt,,4.1 lt,6.6 lt,35 lt,,6 adet,4 yildiz,Yok,Var,Yok,Yok,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,
2016 Opel Adam 1.4 Ecotec 87 HP Otomatik Slam,Benzin,,,,,,,,,1060 kg,663 lt,170 lt,3.0,45 %,215/45 R17,215 mm,17 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,,5 ileri,Easytronic (Yari Otm.),Otomatik,Var,,Yok,Var,,Var,Euro 6,118 g/km,5.0 lt,,4.1 lt,6.6 lt,35 lt,,6 adet,4 yildiz,Yok,Var,Yok,Yok,Otomatik Klima,Kumas & Deri,4.0,Manuel,Manuel,Halojen,
2017 Peugeot 208 GTi 1.6 THP 208 HP,Benzin,,,,,,,,,1160 kg,285 lt,,3.0,45 %,205/45 R17,205 mm,17 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,,6 ileri,,Manuel,Var,Var,Var,Var,,,Euro 6,125 g/km,5.4 lt,,4.5 lt,7.0 lt,50 lt,,6 adet,5 yildiz,Var,,Var,Var,Otomatik Klima,Kumas & Deri,5.0,Manuel,Manuel,Halojen,Var
2015 Peugeot 208 GTi 1.6 THP 208 HP,Benzin,,,,,,,,,1160 kg,285 lt,,3.0,45 %,205/45 R17,205 mm,17 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,,6 ileri,,Manuel,Var,Var,Var,Var,,,Euro 6,125 g/km,5.4 lt,,4.5 lt,7.0 lt,50 lt,,6 adet,5 yildiz,Var,,Var,Var,Otomatik Klima,Kumas & Deri,5.0,Manuel,Manuel,Halojen,Var
2016 Peugeot 208 GTi 1.6 THP 208 HP,Benzin,,,,,,,,,1160 kg,285 lt,,3.0,45 %,205/45 R17,205 mm,17 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,,6 ileri,,Manuel,Var,Var,Var,Var,,,Euro 6,125 g/km,5.4 lt,,4.5 lt,7.0 lt,50 lt,,6 adet,5 yildiz,Var,,Var,Var,Otomatik Klima,Kumas & Deri,5.0,Manuel,Manuel,Halojen,Var
2015 Kia ProCeed 1.6 CRDi 128 PS Otomatik Premium,Dizel,,,,,,,,,1310 kg,1225 lt,380 lt,3.0,45 %,225/45 R17,225 mm,17 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,Tiptronik,Otomatik,Var,,Yok,Var,,Var,,145 g/km,5.5 lt,,4.5 lt,7.2 lt,53 lt,Var,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,5.0,Manuel,Elektrikli,Halojen,Var
2015 Kia ProCeed GT 1.6 T-GDI 204 PS,Benzin,,,,,,,,,1359 kg,1225 lt,380 lt,3.0,40 %,225/40 R18,225 mm,18 inc,Alasimli,Elektronik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,,Yok,Var,,Var,,171 g/km,7.4 lt,,6.1 lt,9.7 lt,53 lt,Var,6 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Deri,5.0,Manuel,Manuel,Halojen,Var
2017 Volkswagen Beetle 1.2 TSI BMT 105 PS Design,Benzin,,,,,,,,,1316 kg,905 lt,310 lt,2.0,55 %,215/55 R17,215 mm,17 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,Var,Var,Var,,Var,,123 g/km,5.3 lt,,4.6 lt,6.5 lt,55 lt,,4 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var
2017 Volkswagen Beetle 1.2 TSI BMT 105 PS DSG Design,Benzin,,,,,,,,,1342 kg,905 lt,310 lt,2.0,55 %,215/55 R17,215 mm,17 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,7 ileri,DSG (Yari Otm.),Otomatik,Var,Var,Var,Var,,Var,,119 g/km,5.1 lt,,4.6 lt,6.0 lt,55 lt,,4 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var
2017 Volkswagen Beetle 1.2 TSI BMT 105 PS DSG Style,Benzin,,,,,,,,,1342 kg,905 lt,310 lt,2.0,60 %,215/60 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,7 ileri,DSG (Yari Otm.),Otomatik,Var,Var,Var,Var,,Var,,119 g/km,5.1 lt,,4.6 lt,6.0 lt,55 lt,,4 adet,5 yildiz,Yok,Var,Var,Yok,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,Yok
2017 Volkswagen Beetle 1.2 TSI BMT 105 PS Style,Benzin,,,,,,,,,1316 kg,905 lt,310 lt,2.0,60 %,215/60 R16,215 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,Var,Var,Var,,Var,,123 g/km,5.3 lt,,4.6 lt,6.5 lt,55 lt,,4 adet,5 yildiz,Yok,Var,Var,Yok,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,Yok
2017 Volkswagen Beetle 1.4 TSI BMT 150 PS DSG Design,Benzin,,,,,,,,,1364 kg,905 lt,310 lt,2.0,55 %,215/55 R17,215 mm,17 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,7 ileri,DSG (Yari Otm.),Otomatik,Var,Var,Var,Var,,Var,,122 g/km,5.3 lt,,4.7 lt,6.4 lt,55 lt,,4 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var
2015 Volkswagen Beetle 1.2 TSI 105 PS Beetle,Benzin,,,,,,,,,1274 kg,905 lt,310 lt,2.0,60 %,205/60 R16,205 mm,16 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,Var,Yok,Var,,Var,,137 g/km,5.9 lt,,5.0 lt,7.6 lt,55 lt,,4 adet,5 yildiz,Yok,Var,Var,Yok,Manuel Klima,Kumas,4.0,Manuel,Manuel,Halojen,Yok
2015 Volkswagen Beetle 1.2 TSI 105 PS Design,Benzin,,,,,,,,,1274 kg,905 lt,310 lt,2.0,55 %,215/55 R17,215 mm,17 inc,Alasimli,Mekanik Park Freni,Onden Cekisli,Var,6 ileri,,Manuel,Var,Var,Yok,Var,,Var,,137 g/km,5.9 lt,,5.0 lt,7.6 lt,55 lt,,4 adet,5 yildiz,Var,Var,Var,Var,Otomatik Klima,Kumas,4.0,Manuel,Manuel,Halojen,Var
