TEMEL BILGILER - Baslik,TEMEL BILGILER - Arac Turu,TEMEL BILGILER - Govde Tipi,TEMEL BILGILER - Segment,TEMEL BILGILER - Marka,TEMEL BILGILER - Seri,TEMEL BILGILER - Model,TEMEL BILGILER - Donanim Paketi,TEMEL BILGILER - Model Yili,TEMEL BILGILER - Uretim Ulkesi,MOTOR - Yakit Turu,MOTOR - Yakit Tipi,MOTOR - Motor Tipi,MOTOR (Fosil Yakit) - Besleme Tipi,MOTOR (Fosil Yakit) - Silindir Adedi,MOTOR (Fosil Yakit) - Silindir Hacmi,MOTOR (Fosil Yakit) - Yakit Puskurtme,MOTOR (Elektrik) - Motor Gucu,MOTOR (Elektrik) - Batarya Kapasitesi,MOTOR (Elektrik) - Batarya Tipi,SANZIMAN - Sanziman Turu,SANZIMAN - Sanziman Modeli,SANZIMAN - Vites Sayisi,PERFORMANS - PERFORMANS PUANI,PERFORMANS - Beygir Gucu,PERFORMANS - Azami Tork,PERFORMANS - Azami Hiz,PERFORMANS - 0-100 Km Hizlanma,CEKIS SISTEMI - Cekis Turu,CEKIS SISTEMI - Cekis Kontrol Sistemi,BOYUTLAR - KONFOR PUANI,BOYUTLAR - Ic Hacim,BOYUTLAR - Uzunluk,BOYUTLAR - Genislik,BOYUTLAR - Yukseklik,BOYUTLAR - Ağirlik,BOYUTLAR - Bagaj Hacmi (Standart),BOYUTLAR - Bagaj Hacmi (Genisletilmis),LASTIK & JANT - Lastik Ebatlari,LASTIK & JANT - Jant Capi,LASTIK & JANT - Kesit Orani,LASTIK & JANT - Taban Genisliği,DIS DONANIM - Kapi Sayisi,DIS DONANIM- Far Tipi,DIS DONANIM- Sis Farlari,IC DONANIM - Koltuk Sayisi,IC DONANIM - Doseme Tipi,IC DONANIM - Surucu Koltuğu Ayarlari,IC DONANIM - On Yolcu Koltuğu Ayarlari,IC DONANIM - Klima,SENSORLER - Far Sensoru,SENSORLER - Yağmur Sensoru,SENSORLER - Lastik Basinc Sensoru,SENSORLER - Park Sensoru & Yardimcisi,GUVENLIK - GUVEN PUANI,GUVENLIK - Hava Yastiği Adedi,GUVENLIK - NCAP/ANCAP Puani,EKONOMI - EKO PUANI,EKONOMI - Tahmini Bakim Masrafi,EKONOMI - Yillik MTV Tutari,EKONOMI - Ortalama Yakit Tuketimi (100 km),EKONOMI - Sehir Ici Tuketim (100 km),EKONOMI - Sehir Disi Tuketim (100 km),EKONOMI (Fosil Yakit) - Yakit Kapasitesi (lt),EKONOMI (Elektrik) - Menzil (WLTP - Birlesik),EKONOMI (Elektrik) - Menzil (WLTP - Sehir Ici),EKONOMI (Elektrik) - Sarj Suresi,EMISYON - Emisyon Standardi,EMISYON - Ortalama Emisyon
Porsche 911 Carrera S,Binek,Coupe,S,Porsche,911,911 Carrera S,Standart,2014,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,6,3800,Cok Noktadan Enjeksiyon,,,,Manuel,Manuel,7 ileri,75.0,400,440,304,4.5,Arkadan Itisli,Var,72.0,69.0,4491,1808,1303,1395,135,Koltuklar Katlanmıyor,245/35 R20,20,35%,245,3,Xenon,Var,4,Kumas & Deri,Elektronik,Manuel,Otomatik Klima,Yok,Yok,Yok,Yok,68.0,8,Test Edilmemiş,77.0,87.0,59.730,10.86,13.80,7.10,64,,,,EURO 5,224
Porsche 911 Carrera S Cabriolet 3.0 420 PS PDK,Binek,Cabrio,S,Porsche,911,911 Carrera S Cabriolet,Standart,2016,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Cift Turbo,6,2981,DFI (Dogrudan Yakit Enjeksiyonu),,,,Otomatik,PDK,7 ileri,65.0,420,440,304,4.3,Arkadan Itisli,Var,70.0,62.0,4499,1808,1291,1530,145,Koltuklar Katlanmıyor,245/35 R20,20,35%,245,3,LED,Var,4,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,84.0,6,Test Edilmemiş,83.0,81.0,26.654,8.66,10.20,6.50,64,,,,EURO 6,178
Porsche 911 Carrera S 3.0 420 PS PDK,Binek,Coupe,S,Porsche,911,911 Carrera S,Standart,2016,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Cift Turbo,6,2981,DFI (Dogrudan Yakit Enjeksiyonu),,,,Otomatik,PDK,7 ileri,76.0,420,440,306,4.1,Arkadan Itisli,Var,73.0,69.0,4499,1808,1296,1460,145,Koltuklar Katlanmıyor,245/35 R20,20,35%,245,3,LED,Var,4,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Yok,63.0,6,Test Edilmemiş,75.0,75.0,26.654,8.55,10.10,6.40,64,,,,EURO 6,174
Porsche 911 Carrera S Cabriolet 3.0 420 PS,Binek,Cabrio,S,Porsche,911,911 Carrera S Cabriolet,Standart,2016,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Cift Turbo,6,2981,DFI (Dogrudan Yakit Enjeksiyonu),,,,Manuel,Manuel,7 ileri,64.0,420,440,306,4.5,Arkadan Itisli,Yok,70.0,62.0,4499,1808,1291,1510,145,Koltuklar Katlanmıyor,245/35 R20,20,35%,245,3,LED,Var,4,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,84.0,6,Test Edilmemiş,91.0,99.0,26.654,9.87,12.30,6.70,64,,,,EURO 6,202
Porsche 911 Carrera S 3.0 420 PS,Binek,Coupe,S,Porsche,911,911 Carrera S,Standart,2016,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Cift Turbo,6,2981,DFI (Dogrudan Yakit Enjeksiyonu),,,,Manuel,Manuel,7 ileri,76.0,420,440,308,4.3,Arkadan Itisli,Yok,73.0,69.0,4499,1808,1296,1440,145,Koltuklar Katlanmıyor,245/35 R20,20,35%,245,3,LED,Var,4,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Yok,63.0,6,Test Edilmemiş,82.0,89.0,26.654,9.77,12.20,6.60,64,,,,EURO 6,199
BMW i8 Hibrit 1.5 362 BG Otomatik (4x4),Binek,Coupe,S,BMW,i8,I8,Pure Impulse,"2015, 2016, 2017, 2018",Almanya,Fosil Yakıt,Benzin & Elektrik,HEV (Benzinli & Elektrikli),Cift Turbo,3,1500,Cok Noktadan Enjeksiyon,,,,Otomatik,Steptronic,6 ileri,74.0,362,570,250,4.4,4x4 Cekisli,Var,74.0,80.0,4689,1942,1291,1485,154,Koltuklar Katlanmıyor,195/50 R20,20,50%,195,3,LED Matrix,Var,4,Deri & Kumas,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,64.0,6,Test Edilmemiş,85.0,85.0,21.344,2.16,2.10,2.10,30,,,,EURO 6.2,49
Porsche 911 Targa 4 3.0 370 HP (4x4),Binek,Cabrio,S,Porsche,911,911 Targa 4,Standart,2016,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Cift Turbo,6,2981,DFI (Dogrudan Yakit Enjeksiyonu),,,,Manuel,Manuel,7 ileri,60.0,370,390,289,4.7,4x4 Cekisli,Var,67.0,64.0,4499,1852,1288,1570,125,Koltuklar Katlanmıyor,235/40 R19,19,40%,235,3,LED,Var,4,Kumas & Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,85.0,6,Test Edilmemiş,93.0,100.0,26.654,10.02,12.40,6.90,67,,,,EURO 6,206
Maserati GranCabrio 4.7 V8 440 HP Otomatik,Binek,Cabrio,S,Maserati,GranCabrio,Grancabrio,Standart,2016,Italya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Cift Turbo,8,4691,Cok Noktadan Enjeksiyon,,,,Otomatik,ZF6,6 ileri,70.0,440,490,285,5.2,Arkadan Itisli,Var,91.0,89.0,4881,1915,1353,1980,173,Koltuklar Katlanmıyor,245/35 R20,20,35%,245,3,Xenon,Var,4,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,84.0,4,Test Edilmemiş,63.0,71.0,85.377,16.83,22.50,9.80,75,,,,EURO 6,337
Maserati GranCabrio Sport 4.7 V8 450 HP Otomatik,Binek,Cabrio,S,Maserati,GranCabrio,Grancabrio Sport,Standart,2016,Italya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Cift Turbo,8,4691,Cok Noktadan Enjeksiyon,,,,Otomatik,ZF6,6 ileri,71.0,450,510,285,5.0,Arkadan Itisli,Var,91.0,89.0,4881,1915,1353,1980,173,Koltuklar Katlanmıyor,245/35 R20,20,35%,245,3,Xenon,Var,4,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,84.0,4,Test Edilmemiş,63.0,71.0,85.377,16.83,22.50,9.80,75,,,,EURO 6,337
BMW Z4 sDrive20i 2.0 184 BG Otomatik,Binek,Roadster,S,BMW,Z4 Serisi,Z4 Sdrive20I,Turkiye Paketi,"2015, 2016",Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Cift Turbo,4,1997,Cok Noktadan Enjeksiyon,,,,Otomatik,Steptronic,8 ileri,63.0,184,270,232,6.9,Arkadan Itisli,Var,78.0,76.0,4239,1790,1291,1495,180,Koltuklar Katlanmıyor,255/35 R18,18,35%,255,3,LED,Var,2,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,61.0,4,4,82.0,84.0,10.613,7.63,9.40,5.30,55,,,,EURO 6,159
BMW Z4 sDrive28i 2.0 245 BG Otomatik,Binek,Roadster,S,BMW,Z4 Serisi,Z4 Sdrive28I,Turkiye Paketi,2015,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Cift Turbo,4,1997,Cok Noktadan Enjeksiyon,,,,Otomatik,Steptronic,8 ileri,68.0,245,350,250,5.5,Arkadan Itisli,Var,78.0,76.0,4239,1790,1291,1495,180,Koltuklar Katlanmıyor,255/35 R18,18,35%,255,3,LED,Var,2,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,61.0,4,4,81.0,82.0,10.613,7.63,9.40,5.30,55,,,,EURO 5,159
Subaru BRZ 2.0 200 PS Otomatik Premium,Binek,Coupe,S,Subaru,BRZ,Brz,Premium,"2015, 2016",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1998,Direkt Enjeksiyon,,,,Otomatik,TR690,6 ileri,55.0,200,205,210,8.2,Arkadan Itisli,Var,59.0,61.0,4240,1775,1285,1278,195,Koltuklar Katlanmıyor,215/45 R17,17,45%,215,3,LED,Var,4,Deri,Manuel,Manuel,Otomatik Klima,Var,Yok,Var,Yok,89.0,7,5,86.0,85.0,10.613,7.94,9.60,5.70,50,,,,EURO 6,164
Jaguar F-Type Convertible 3.0 V6 340 PS Manuel,Binek,Roadster,S,Jaguar,F-Type Convertible,F-Type Convertible,Standart,2016,Ingiltere,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,6,2995,Cok Noktadan Enjeksiyon,,,,Manuel,Manuel,6 ileri,72.0,340,450,260,5.7,Arkadan Itisli,Var,85.0,95.0,4470,1923,1311,1587,207,Koltuklar Katlanmıyor,245/45 R18,18,45%,245,3,Xenon,Var,2,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Yok,84.0,2,5,80.0,89.0,26.654,10.96,13.50,7.60,70,,,,EURO 6,234
Jaguar F-Type Convertible S 3.0 V6 380 PS Manuel,Binek,Roadster,S,Jaguar,F-Type Convertible,F-Type Convertible S,Standart,2016,Ingiltere,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,6,2995,Cok Noktadan Enjeksiyon,,,,Manuel,Manuel,6 ileri,75.0,380,460,275,5.5,Arkadan Itisli,Var,85.0,95.0,4470,1923,1311,1604,207,Koltuklar Katlanmıyor,245/45 R18,18,45%,245,3,Xenon,Var,2,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Yok,84.0,2,5,79.0,88.0,26.654,10.96,13.50,7.60,70,,,,EURO 6,234
Porsche 911 Carrera 4 Cabriolet 3.5 350 HP (4x4),Binek,Cabrio,S,Porsche,911,911 Carrera 4 Cabriolet,Standart,2015,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,6,3436,Cok Noktadan Enjeksiyon,,,,Manuel,Manuel,7 ileri,56.0,350,390,282,5.1,4x4 Cekisli,Var,64.0,62.0,4491,1808,1303,1500,125,200,235/40 R19,19,40%,235,3,LED,Var,4,Kumas & Deri,Elektronik,Elektronik,Otomatik Klima,Yok,Yok,Yok,Yok,92.0,8,Test Edilmemiş,91.0,99.0,40.486,10.69,13.10,7.50,68,,,,EURO 5,223
Porsche 911 Carrera 4 Cabriolet (4x4),Binek,Cabrio,S,Porsche,911,911 Carrera 4 Cabriolet 4X4,Standart,2014,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,6,3436,Cok Noktadan Enjeksiyon,,,,Manuel,Manuel,7 ileri,56.0,350,390,282,5.1,4x4 Cekisli,Var,65.0,65.0,4491,1852,1300,1500,135,200,235/40 R19,19,40%,235,3,Xenon,Var,4,Kumas & Deri,Elektronik,Manuel,Otomatik Klima,Yok,Yok,Yok,Var,92.0,8,Test Edilmemiş,91.0,99.0,40.486,10.76,13.50,7.20,68,,,,EURO 5,224
Porsche 911 Carrera Cabriolet 3.5 350 HP Otomatik,Binek,Cabrio,S,Porsche,911,911 Carrera Cabriolet,Standart,2015,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,6,3436,Cok Noktadan Enjeksiyon,,,,Otomatik,PDK,7 ileri,57.0,350,390,284,4.8,Arkadan Itisli,Var,63.0,62.0,4491,1808,1299,1470,145,200,235/40 R19,19,40%,235,3,LED,Var,4,Kumas & Deri,Elektronik,Manuel,Otomatik Klima,Yok,Yok,Yok,Var,91.0,8,Test Edilmemiş,82.0,82.0,40.486,9.45,11.50,6.70,64,,,,EURO 5,195
Porsche 911 Carrera Cabriolet Otomatik,Binek,Cabrio,S,Porsche,911,911 Carrera Cabriolet,Standart,2014,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,6,3436,Cok Noktadan Enjeksiyon,,,,Otomatik,PDK,7 ileri,57.0,350,390,284,4.8,Arkadan Itisli,Var,63.0,62.0,4491,1808,1299,1470,135,200,235/40 R19,19,40%,235,3,Xenon,Var,4,Kumas & Deri,Elektronik,Manuel,Otomatik Klima,Yok,Yok,Yok,Var,91.0,8,Test Edilmemiş,82.0,82.0,40.486,9.39,11.40,6.70,64,,,,EURO 5,198
Porsche 911 Carrera Cabriolet 3.5 350 HP,Binek,Cabrio,S,Porsche,911,911 Carrera Cabriolet,Standart,2015,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,6,3436,Cok Noktadan Enjeksiyon,,,,Manuel,Manuel,7 ileri,56.0,350,390,286,5.0,Arkadan Itisli,Var,63.0,62.0,4491,1808,1299,1450,145,200,235/40 R19,19,40%,235,3,LED,Var,4,Kumas & Deri,Elektronik,Manuel,Otomatik Klima,Yok,Yok,Yok,Var,91.0,8,Test Edilmemiş,91.0,99.0,40.486,10.33,12.70,7.20,64,,,,EURO 5,216
Porsche 911 Carrera Cabriolet,Binek,Cabrio,S,Porsche,911,911 Carrera Cabriolet,Standart,2014,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,6,3436,Cok Noktadan Enjeksiyon,,,,Manuel,Manuel,7 ileri,57.0,350,390,289,4.8,Arkadan Itisli,Var,63.0,62.0,4491,1808,1299,1450,135,200,235/40 R19,19,40%,235,3,Xenon,Var,4,Kumas & Deri,Elektronik,Manuel,Otomatik Klima,Yok,Yok,Yok,Var,91.0,8,Test Edilmemiş,91.0,99.0,40.486,10.44,13.10,7.00,64,,,,EURO 5,217
Porsche 911 Carrera Cabriolet 3.0 370 HP,Binek,Cabrio,S,Porsche,911,911 Carrera Cabriolet,Standart,2016,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Cift Turbo,6,2981,DFI (Dogrudan Yakit Enjeksiyonu),,,,Manuel,Manuel,7 ileri,60.0,370,450,292,4.8,Arkadan Itisli,Var,64.0,61.0,4499,1808,1289,1500,145,200,235/40 R19,19,40%,235,3,LED,Var,4,Kumas & Deri,Elektronik,Manuel,Otomatik Klima,Var,Var,Var,Var,84.0,6,Test Edilmemiş,94.0,100.0,26.654,9.56,11.90,6.50,64,,,,EURO 6,195
Porsche 911 Carrera 4S Cabriolet 3.8 400HP Otomatik (4x4),Binek,Cabrio,S,Porsche,911,911 Carrera 4S Cabriolet,Standart,2015,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,6,3800,Cok Noktadan Enjeksiyon,,,,Otomatik,PDK,7 ileri,62.0,400,440,294,4.5,4x4 Cekisli,Var,64.0,62.0,4491,1808,1303,1500,125,200,235/40 R19,19,40%,235,3,LED,Var,4,Kumas & Deri,Elektronik,Elektronik,Otomatik Klima,Yok,Yok,Yok,Yok,92.0,8,Test Edilmemiş,78.0,79.0,59.730,10.18,12.50,7.10,68,,,,EURO 5,214
Porsche 911 Carrera 4S Cabriolet 3.8 400HP (4x4),Binek,Cabrio,S,Porsche,911,911 Carrera 4S Cabriolet,Standart,2015,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,6,3800,Cok Noktadan Enjeksiyon,,,,Manuel,Manuel,7 ileri,62.0,400,440,296,4.7,4x4 Cekisli,Var,64.0,62.0,4491,1808,1303,1500,125,200,235/40 R19,19,40%,235,3,LED,Var,4,Kumas & Deri,Elektronik,Elektronik,Otomatik Klima,Yok,Yok,Yok,Yok,92.0,8,Test Edilmemiş,87.0,97.0,59.730,11.22,13.90,7.70,68,,,,EURO 5,235
Porsche 911 Carrera S Cabriolet 3.8 400 HP Otomatik,Binek,Cabrio,S,Porsche,911,911 Carrera S Cabriolet,Standart,2015,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,6,3800,Cok Noktadan Enjeksiyon,,,,Otomatik,PDK,7 ileri,63.0,400,440,299,4.5,Arkadan Itisli,Var,64.0,62.0,4491,1808,1303,1485,145,200,235/40 R19,19,40%,235,3,LED,Var,4,Kumas & Deri,Elektronik,Elektronik,Otomatik Klima,Yok,Yok,Yok,Yok,92.0,8,Test Edilmemiş,78.0,79.0,59.730,9.92,12.20,6.90,64,,,,EURO 5,207
Porsche 911 Carrera S Cabriolet,Binek,Cabrio,S,Porsche,911,911 Carrera S Cabriolet,Standart,2014,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,6,3800,Cok Noktadan Enjeksiyon,,,,Manuel,Manuel,7 ileri,62.0,400,440,299,4.5,Arkadan Itisli,Var,68.0,61.0,4491,1808,1292,1465,135,200,245/35 R20,20,35%,245,3,Xenon,Var,4,Kumas & Deri,Elektronik,Manuel,Otomatik Klima,Yok,Yok,Yok,Var,91.0,8,Test Edilmemiş,86.0,97.0,59.730,10.02,12.40,6.90,64,,,,EURO 5,210
Porsche 911 Carrera S Cabriolet Otomatik,Binek,Cabrio,S,Porsche,911,911 Carrera S Cabriolet,Standart,2014,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,6,3800,Cok Noktadan Enjeksiyon,,,,Otomatik,PDK,7 ileri,63.0,400,440,299,4.5,Arkadan Itisli,Var,69.0,61.0,4491,1808,1292,1485,135,200,245/35 R20,20,35%,245,3,Xenon,Var,4,Kumas & Deri,Elektronik,Manuel,Otomatik Klima,Yok,Yok,Yok,Var,91.0,8,Test Edilmemiş,76.0,79.0,59.730,10.02,12.40,6.90,64,,,,EURO 5,210
Porsche 911 Carrera S Cabriolet 3.8 400 HP,Binek,Cabrio,S,Porsche,911,911 Carrera S Cabriolet,Standart,2015,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,6,3800,Cok Noktadan Enjeksiyon,,,,Manuel,Manuel,7 ileri,62.0,400,440,301,4.7,Arkadan Itisli,Var,63.0,62.0,4491,1808,1303,1465,145,200,235/40 R19,19,40%,235,3,LED,Var,4,Kumas & Deri,Elektronik,Elektronik,Otomatik Klima,Yok,Yok,Yok,Yok,91.0,8,Test Edilmemiş,87.0,97.0,59.730,10.96,13.60,7.50,64,,,,EURO 5,228
Porsche 911 Turbo Cabriolet 3.8 520 HP PDK (4x4),Binek,Cabrio,S,Porsche,911,911,Standart,2015,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Cift Turbo,6,3800,DFI (Dogrudan Yakit Enjeksiyonu),,,,Otomatik,PDK,7 ileri,78.0,520,660,315,3.4,4x4 Cekisli,Var,68.0,62.0,4499,1808,1294,1450,145,200,245/35 R20,20,35%,245,3,LED,Var,4,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,76.0,4,Test Edilmemiş,73.0,76.0,59.730,10.85,13.20,7.70,64,,,,EURO 5,227
Porsche 911 Carrera Otomatik,Binek,Coupe,S,Porsche,911,911 Carrera,Standart,2014,Almanya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,6,3436,Cok Noktadan Enjeksiyon,,,,Otomatik,PDK,7 ileri,72.0,350,390,287,4.6,Arkadan Itisli,Var,69.0,69.0,4491,1808,1303,1400,135,205,235/40 R19,19,40%,235,3,Xenon,Var,4,Kumas & Deri,Elektronik,Manuel,Otomatik Klima,Var,Yok,Yok,Yok,68.0,8,Test Edilmemiş,75.0,75.0,40.486,9.19,11.20,6.50,64,,,,EURO 5,194
Aston Martin DB9 V12 6.0 517 PS Touchtronic,Binek,Coupe,S,Aston Martin,DB9,Db9 V12,Standart,2016,Ingiltere,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,12,5935,Direkt Enjeksiyon,,,,Otomatik,Touchtronic II,6 ileri,83.0,517,620,295,4.6,Arkadan Itisli,Var,83.0,86.0,4720,2061,1282,1785,165,227,245/35 R20,20,35%,245,3,Xenon,Var,4,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,61.0,4,Test Edilmemiş,55.0,57.0,85.377,16.45,21.60,10.00,78,,,,EURO 6,333
Aston Martin DB9 Volante V12 6.0 517 PS Touchtronic,Binek,Cabrio,S,Aston Martin,DB9,Db9 Volante V12,Standart,2016,Ingiltere,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,12,5935,Direkt Enjeksiyon,,,,Otomatik,Touchtronic II,6 ileri,77.0,517,620,295,4.6,Arkadan Itisli,Var,88.0,87.0,4720,2061,1282,1890,165,227,245/35 R20,20,35%,245,3,Xenon,Var,4,Deri,Elektronik,Elektronik,Otomatik Klima,Var,Var,Var,Var,83.0,4,Test Edilmemiş,56.0,57.0,85.377,16.45,21.60,10.00,78,,,,EURO 6,333
Mitsubishi Space Star 1.2 80 PS CVT Intense,Binek,Hatchback,B,Mitsubishi,Space Star,Space Star,Intense,"2015, 2016",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,3,1193,Elektronik Dogrudan Enjeksiyon,,,,Otomatik,INVECS-III,Kademesiz,60.0,80,106,173,12.8,Onden Cekisli,Var,57.0,62.0,3795,1665,1505,865,235,Koltuklar Katlanmıyor,175/55 R15,15,55%,175,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Var,78.0,6,4,75.0,63.0,1.882,4.86,5.40,4.00,35,,,,EURO 6,104
Mitsubishi Space Star 1.2 80 PS CVT Invite,Binek,Hatchback,B,Mitsubishi,Space Star,Space Star,Invite,2015,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,3,1193,Elektronik Dogrudan Enjeksiyon,,,,Otomatik,CVT,Kademesiz,60.0,80,106,173,12.8,Onden Cekisli,Var,56.0,59.0,3710,1665,1505,865,235,Koltuklar Katlanmıyor,175/55 R15,15,55%,175,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Var,Yok,78.0,6,4,76.0,63.0,1.882,4.60,4.90,4.00,35,,,,EURO 5,101
Mitsubishi Space Star 1.2 CVT Invite,Binek,Hatchback,B,Mitsubishi,Space Star,Space Star,Invite,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,3,1193,Elektronik Dogrudan Enjeksiyon,,,,Otomatik,CVT,Kademesiz,60.0,80,106,173,12.8,Onden Cekisli,Var,56.0,58.0,3710,1665,1490,865,235,Koltuklar Katlanmıyor,175/55 R15,15,55%,175,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Yok,Yok,77.0,6,4,76.0,63.0,1.882,4.60,4.90,4.00,35,,,,EURO 5,101
Mitsubishi Space Star 1.2 MT Invite,Binek,Hatchback,B,Mitsubishi,Space Star,Space Star,Invite,2014,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,3,1193,Elektronik Dogrudan Enjeksiyon,,,,Manuel,Manuel,5 ileri,60.0,80,106,173,12.8,Onden Cekisli,Var,56.0,58.0,3710,1665,1490,865,235,Koltuklar Katlanmıyor,175/55 R15,15,55%,175,5,Halojen,Var,5,Kumas,Manuel,Manuel,Otomatik Klima,Var,Var,Yok,Yok,77.0,6,4,95.0,98.0,1.882,4.60,4.90,4.00,35,,,,EURO 5,101
Mitsubishi Space Star 1.2 80 PS Invite,Binek,Hatchback,B,Mitsubishi,Space Star,Space Star,Invite,2015,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,3,1193,Elektronik Dogrudan Enjeksiyon,,,,Manuel,Manuel,5 ileri,62.0,80,106,180,11.7,Onden Cekisli,Var,52.0,59.0,3710,1665,1505,865,235,Koltuklar Katlanmıyor,165/65 R14,14,65%,165,5,Halojen,Yok,5,Kumas,Manuel,Manuel,Manuel Klima,Var,Var,Var,Yok,78.0,6,4,96.0,98.0,1.882,4.66,5.20,3.80,35,,,,EURO 5,100
Toyota GT 86 2.0 200 PS Otomatik,Binek,Coupe,S,Toyota,GT 86,Gt,Standart,2015,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1998,D-4S Dogrudan Enjeksiyon,,,,Otomatik,A960E,6 ileri,54.0,200,205,210,8.2,Arkadan Itisli,Var,59.0,61.0,4240,1775,1285,1265,218,243,215/45 R17,17,45%,215,3,LED,Var,4,Deri,Manuel,Manuel,Otomatik Klima,Var,Yok,Var,Yok,89.0,7,5,86.0,85.0,10.613,7.94,9.60,5.70,50,,,,EURO 5,164
Subaru BRZ 2.0 200 PS Premium,Binek,Coupe,S,Subaru,BRZ,Brz,Premium,"2015, 2016",Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Atmosferik,4,1998,Direkt Enjeksiyon,,,,Manuel,Manuel,6 ileri,56.0,200,205,226,7.6,Arkadan Itisli,Var,59.0,61.0,4240,1775,1285,1256,195,243,215/45 R17,17,45%,215,3,LED,Var,4,Deri,Manuel,Manuel,Otomatik Klima,Var,Yok,Var,Yok,89.0,7,5,92.0,97.0,10.613,8.71,10.40,6.40,50,,,,EURO 6,181
Toyota GT 86 2.0 200 PS,Binek,Coupe,S,Toyota,GT 86,Gt,Standart,2015,Japonya,Fosil Yakıt,Benzin,Icten Yanmali (Standart),Turbo,4,1998,D-4S Dogrudan Enjeksiyon,,,,Manuel,Manuel,6 ileri,56.0,200,205,226,7.6,Arkadan Itisli,Var,59.0,61.0,4240,1775,1285,1240,218,243,215/45 R17,17,45%,215,3,LED,Var,4,Deri,Manuel,Manuel,Otomatik Klima,Var,Yok,Var,Yok,89.0,7,5,92.0,97.0,10.613,8.71,10.40,6.40,50,,,,EURO 5,184
