BASLIK;MARKA;MODEL;TEMEL OZELLIKLER - Seri;TEMEL OZELLIKLER - Donanim Paketi;TEMEL OZELLIKLER - Model Yillari;TEMEL OZELLIKLER - Ait Oldugu Ulke;TEMEL OZELLIKLER - Yakit Turu;TEMEL OZELLIKLER - Arac Turu;TEMEL OZELLIKLER - Govde Tipi;TEMEL OZELLIKLER - Segment;TEMEL OZELLIKLER - Motor Tipi;TEMEL OZELLIKLER - Yakit Tipi;MOTOR (Icten Yanmali) - Besleme Tipi;MOTOR (Icten Yanmali) - Silindir Adedi;MOTOR (Icten Yanmali) - Silindir Hacmi;MOTOR (Icten Yanmali) - Yakit Puskurtme;MOTOR (Elektrikli) - Batarya Kapasitesi;MOTOR (Elektrikli) - Batarya Tipi;MOTOR (Elektrikli) - Menzil (WLTP - Birlesik);MOTOR (Elektrikli) - Menzil (WLTP - Sehir Ici);MOTOR (Elektrikli) - Motor Gucu;MOTOR (Elektrikli) - Ortalama Tuketim (Elk.);MOTOR (Elektrikli) - Sarj Suresi;EKONOMI - MTV;PERFORMANS - Azami Hiz;PERFORMANS - Azami Tork;PERFORMANS - Beygir Gucu;PERFORMANS - 0 - 100 Km Hizlanma;AGIRLIK & OLCULER - Agirlik;AGIRLIK & OLCULER - Genislik;AGIRLIK & OLCULER - Uzunluk;AGIRLIK & OLCULER - Yukseklik;BAGAJ OZELLIKLERI - Bagaj Hacmi (5 Koltuk);BAGAJ OZELLIKLERI - Bagaj Hacmi (2 Koltuk);DIS GOVDE - Kapi Sayisi;LASTIK & JANT - Lastik Ebatlari;LASTIK & JANT - Taban Genisligi;LASTIK & JANT - Kesit Orani;LASTIK & JANT - Jant Capi;SANZIMAN & CEKIS SISTEMI - Cekis;SANZIMAN & CEKIS SISTEMI - Cekis Kontrol Sistemi;SANZIMAN & CEKIS SISTEMI - Sanziman Turu;SANZIMAN & CEKIS SISTEMI - Sanziman Kademesi;SANZIMAN & CEKIS SISTEMI - Sanziman Modeli;YAKIT TUKETIMI & EMISYON - Emisyon Standardi;YAKIT TUKETIMI & EMISYON - Ortalama Emisyon;YAKIT TUKETIMI & EMISYON - Ortalama Y.Tuketimi (100 km);YAKIT TUKETIMI & EMISYON - Sehir Disi Tuketim (100 km);YAKIT TUKETIMI & EMISYON - Sehir Ici Tuketim (100 km);YAKIT TUKETIMI & EMISYON - Yakit Kapasitesi (lt);YOLCU EMNIYETI - Hava Yastigi Adedi;YOLCU EMNIYETI - NCAP/ANCAP Adedi;GOSTERGELER & SENSORLER - Far Sensoru;GOSTERGELER & SENSORLER - Lastik Basinc Sensoru;GOSTERGELER & SENSORLER - Park Sensoru & Yardimi;GOSTERGELER & SENSORLER - Yagmur Sensoru;ISITMA & SOGUTMA - Klima;KOLTUKLAR & IC DOSEME - Koltuk Dosemesi Tipi;KOLTUKLAR & IC DOSEME - Koltuk Sayisi;KOLTUKLAR & IC DOSEME - Surucu Koltugu Ayarlari;KOLTUKLAR & IC DOSEME - On Yolcu Koltugu Ayarlari;LAMBALAR & AYDINLATMA - Far Tipi;LAMBALAR & AYDINLATMA - Sis Farlari
Peugeot 308 1.6 BlueHDi 120 HP EAT6 Active;Peugeot;308;308;Active;2015;Fransa;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Dizel;Degisken Geometrili Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;196;300;120;9,5;1200;1804;4253;1457;428;1228;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Otomatik;6 ileri;EAT6;EURO 5;92;3,77;3,3;4;53;6;5;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; LED; Var
Peugeot 308 1.6 e-HDi 115 HP S&S Active;Peugeot;308;308;Active;2015, 2016, 2017;Fransa;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Dizel;Degisken Geometrili Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;194;270;115;10,2;1090;1804;4253;1457;428;1228;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;98;4,03;3,5;4,3;53;6;5;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; LED; Var
Peugeot 308 1.6 HDi 92 HP Active;Peugeot;308;308;Active;2014, 2015, 2016, 2017;Fransa;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Dizel;Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;183;230;92;11,3;1090;1804;4253;1457;428;1228;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Manuel;5 ileri;Manuel;EURO 5;95;4,03;3,4;4,4;53;6;5;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Var
Peugeot 308 1.6 BlueHDi 100 HP S&S Access;Peugeot;308;308;Access;2017, 2018;Fransa;Fosil Yakıt;Binek;Hatchback;C;Icten Yanmali (Standart);Dizel;Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;186;254;100;12,8;1160;1804;4253;1472;420;1228;5;195/65 R15;195;65%;15;Onden Cekisli;Var;Manuel;5 ileri;Manuel;EURO 6;95;3,51;3,2;3,6;53;6;5;Yok;Var;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; LED; Var
Fiat 500 0.9 Twinair 105 HP Sport;Fiat;500;500;Sport;2015;Italya;Fosil Yakıt;Binek;Coupe;A;Icten Yanmali (Standart);Benzin;Turbo;2;875;Cok Noktadan Enjeksiyon;;;;;;;;1882;188;145;105;10;940;1627;3546;1488;185;550;3;185/55 R15;185;55%;15;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 5;118;5,44;4,3;6,2;35;7;3;Yok;Yok;Var;Yok;Manuel Klima;Kumas;4;Manuel;Manuel;Halojen;Var
Fiat 500 1.2 Fire 69 HP Dualogic Pop;Fiat;500;500;Pop;2015, 2016;Italya;Fosil Yakıt;Binek;Coupe;A;Icten Yanmali (Standart);Benzin;Atmosferik;4;1242;Cok Noktadan Enjeksiyon;;;;;;;;1882;160;102;69;12,9;900;1627;3546;1488;185;550;3;175/65 R14;175;65%;14;Onden Cekisli;Var;Otomatik;5 ileri;Dualogic (YO);EURO 5;111;5,23;4,1;6;35;7;3;Yok;Var;Yok;Yok;Manuel Klima;Kumas;4;Manuel;Manuel; Halojen; Yok
Fiat 500 1.2 Fire 69 HP Pop;Fiat;500;500;Pop;2015, 2016, 2017;Italya;Fosil Yakıt;Binek;Coupe;A;Icten Yanmali (Standart);Benzin;Atmosferik;4;1242;Cok Noktadan Enjeksiyon;;;;;;;;1882;160;102;69;12,9;865;1627;3546;1488;185;550;3;175/65 R14;175;65%;14;Onden Cekisli;Var;Manuel;5 ileri;Manuel;EURO 5;115;5,39;4,2;6,2;35;7;3;Yok;Var;Yok;Yok;Manuel Klima;Kumas;4;Manuel;Manuel; Halojen; Yok
Peugeot 2008 1.2 82 BG PureTech Access;Peugeot;2008;2008;Access;2014;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;;;;;1882;169;118;82;13,5;1045;2004;4159;1556;350;1194;5;195/65 R15;195;65%;15;Onden Cekisli;Yok;Manuel;5 ileri;Manuel;EURO 5;114;5,33;4,3;6;50;6;5;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Peugeot 2008 1.2 82 BG PureTech Active;Peugeot;2008;2008;Active;2014;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;;;;;1882;169;118;82;13,5;1045;2004;4159;1556;350;1194;5;195/60 R16;195;60%;16;Onden Cekisli;Yok;Manuel;5 ileri;Manuel;EURO 5;114;5,33;4,3;6;50;6;5;Var;Yok;Yok;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
Peugeot 2008 1.2 82 BG PureTech S&S ETG5 Access;Peugeot;2008;2008;Access;2014;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;;;;;1882;170;118;82;15,4;1045;2004;4159;1556;350;1194;5;195/65 R15;195;65%;15;Onden Cekisli;Yok;Otomatik;5 ileri;ETG5 (YO);EURO 5;102;4,75;4,1;5,1;50;6;5;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Peugeot 2008 1.2 82 BG PureTech S&S ETG5 Active;Peugeot;2008;2008;Active;2014;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;;;;;1882;170;118;82;15,4;1055;2004;4159;1556;350;1194;5;205/55 R16;205;55%;16;Onden Cekisli;Yok;Otomatik;5 ileri;ETG5 (YO);EURO 5;102;4,75;4,1;5,1;50;6;5;Var;Yok;Yok;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
Peugeot 2008 1.6 e-HDi 92 BG S&S Access;Peugeot;2008;2008;Access;2014;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Dizel;Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;181;230;92;11,5;1160;2004;4159;1556;350;1194;5;195/60 R16;195;60%;16;Onden Cekisli;Yok;Manuel;5 ileri;Manuel;EURO 5;103;4,29;3,6;4,7;50;6;5;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Peugeot 2008 1.6 e-HDi 92 BG S&S Active;Peugeot;2008;2008;Active;2014, 2015;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Dizel;Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;181;230;92;11,5;1160;2004;4159;1556;350;1194;5;205/50 R17;205;50%;17;Onden Cekisli;Yok;Manuel;5 ileri;Manuel;EURO 5;103;4,29;3,6;4,7;50;6;5;Var;Yok;Yok;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
Peugeot 2008 1.6 e-HDi 92 BG S&S ETG6 Active;Peugeot;2008;2008;Active;2014, 2015;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Dizel;Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;180;230;92;13,3;1170;2004;4159;1556;350;1194;5;205/55 R16;205;55%;16;Onden Cekisli;Yok;Otomatik;6 ileri;ETG6 (YO);EURO 5;98;3,97;3,6;4,1;50;6;5;Var;Yok;Yok;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
Peugeot 2008 1.6 VTi 120 HP Otomatik Active;Peugeot;2008;2008;Active;2014, 2015;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;4;1598;Cok Noktadan Enjeksiyon;;;;;;;;3661;189;160;120;11,2;1055;2004;4159;1556;350;1194;5;195/60 R16;195;60%;16;Onden Cekisli;Yok;Otomatik;4 ileri;AL4 (Tork Konvertörlü );EURO 5;150;7,26;5,2;8,8;50;6;5;Var;Yok;Yok;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
Peugeot 2008 1.2 PureTech 82 BG Access;Peugeot;2008;2008;Access;2015, 2016;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;;;;;1882;169;118;82;13,5;1045;1829;4159;1556;350;1194;5;195/65 R15;195;65%;15;Onden Cekisli;Yok;Manuel;5 ileri;Manuel;EURO 5;114;5,33;4,3;6;50;6;5;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Peugeot 2008 1.2 PureTech 82 BG Active;Peugeot;2008;2008;Active;2015, 2016;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;;;;;1882;169;118;82;13,5;1045;1829;4159;1556;350;1194;5;195/60 R16;195;60%;16;Onden Cekisli;Yok;Manuel;5 ileri;Manuel;EURO 5;114;5,33;4,3;6;50;6;5;Var;Yok;Yok;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
Peugeot 2008 1.2 PureTech 82 BG S&S ETG5 Access;Peugeot;2008;2008;Access;2015, 2016;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;;;;;1882;170;118;82;15,4;1055;1829;4159;1556;350;1194;5;195/65 R15;195;65%;15;Onden Cekisli;Yok;Otomatik;5 ileri;ETG5 (YO);EURO 5;102;4,75;4,1;5,1;50;6;5;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Peugeot 2008 1.2 PureTech 82 BG S&S ETG5 Active;Peugeot;2008;2008;Active;2015, 2016;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Atmosferik;3;1199;Cok Noktadan Enjeksiyon;;;;;;;;1882;170;118;82;15,4;1055;1829;4159;1556;350;1194;5;195/60 R16;195;60%;16;Onden Cekisli;Yok;Otomatik;5 ileri;ETG5 (YO);EURO 5;102;4,75;4,1;5,1;50;6;5;Var;Yok;Yok;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
Peugeot 2008 1.6 e-HDi 92 HP S&S Access;Peugeot;2008;2008;Access;2015, 2016;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Dizel;Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;181;230;92;11,5;1160;1829;4159;1556;350;1194;5;195/65 R15;195;65%;15;Onden Cekisli;Yok;Manuel;5 ileri;Manuel;EURO 5;103;4,29;3,6;4,7;50;6;5;Yok;Yok;Yok;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; Halojen; Yok
Peugeot 2008 1.2 PureTech 110 HP S&S EAT6 Active;Peugeot;2008;2008;Active;2016, 2017, 2018;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Benzin;Turbo;3;1199;Cok Noktadan Enjeksiyon;;;;;;;;1882;188;205;110;10,3;1150;1829;4159;1556;350;1194;5;195/60 R16;195;60%;16;Onden Cekisli;Var;Otomatik;6 ileri;EAT6;EURO 6;110;5,18;4,1;5,9;50;6;5;Var;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
Peugeot 2008 1.6 e-HDi 92 HP Active;Peugeot;2008;2008;Active;2016, 2017, 2018;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Dizel;Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;181;230;92;11,5;1160;1829;4159;1556;350;1194;5;195/60 R16;195;60%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;103;4,29;3,6;4,7;50;6;5;Var;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
Peugeot 2008 1.6 e-HDi 92 HP BG S&S ETG6 Active;Peugeot;2008;2008;Active;2016;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Dizel;Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;180;230;92;13,3;1170;1829;4159;1556;350;1194;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Otomatik;6 ileri;ETG6 (YO);EURO 6;98;3,97;3,6;4,1;50;6;5;Var;Var;Yok;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
Peugeot 2008 1.6 e-HDi 92 HP S&S Active;Peugeot;2008;2008;Active;2016;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Dizel;Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;181;230;92;11,5;1160;1829;4159;1556;350;1194;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Manuel;5 ileri;Manuel;EURO 6;103;4,29;3,6;4,7;50;6;5;Var;Var;Yok;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
Peugeot 2008 1.6 e-HDi 92 HP S&S ETG6 Active;Peugeot;2008;2008;Active;2016, 2017;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Dizel;Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;180;230;92;13,3;1170;1829;4159;1556;350;1194;5;195/60 R16;195;60%;16;Onden Cekisli;Var;Otomatik;6 ileri;ETG6 (YO);EURO 6;98;3,97;3,6;4,1;50;6;5;Var;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
Peugeot 2008 1.6 BlueHDi 100 HP S&S ETG6 Active;Peugeot;2008;2008;Active;2017, 2018;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Dizel;Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;180;254;100;11,9;1195;1829;4159;1556;350;1194;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Otomatik;6 ileri;ETG6 (YO);EURO 6;95;3,82;3,3;4,1;50;6;5;Var;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
Peugeot 2008 1.6 BlueHDi 100 HP Active;Peugeot;2008;2008;Active;2018;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Dizel;Turbo;4;1560;Common Rail Direkt Enjeksiyon;;;;;;;;3661;180;254;100;11,3;1180;1829;4159;1556;350;1194;5;205/55 R16;205;55%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;90;3,72;3,3;3,9;50;6;5;Var;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
Peugeot 2008 1.5 BlueHDi 100 HP Active;Peugeot;2008;2008;Active;2020, 2021;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Dizel;Turbo;4;1499;Common Rail Direkt Enjeksiyon;;;;;;;;6314;180;250;100;11,4;1265;1815;4300;1530;434;1467;5;215/60 R16;215;60%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6.2;96;3,88;3,3;4,2;41;6;4;Var;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; LED; Var
Peugeot 2008 1.5 BlueHDi 110 HP Active;Peugeot;2008;2008;Active;2022;Fransa;Fosil Yakıt;SUV;SUV;B;Icten Yanmali (Standart);Dizel;Turbo;4;1499;Common Rail Direkt Enjeksiyon;;;;;;;;8421;180;250;110;9,5;1205;1815;4300;1530;434;1467;5;215/60 R16;215;60%;16;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6.2;98;3,98;3,3;4,4;41;6;4;Var;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; LED; Var
Peugeot 3008 1.2 PureTech 130 HP Access;Peugeot;3008;3008;Access;2016, 2017, 2018;Fransa;Fosil Yakıt;SUV;SUV;C;Icten Yanmali (Standart);Benzin;Turbo;3;1199;Cok Noktadan Enjeksiyon;;;;;;;;1882;188;230;130;10,8;1250;1841;4447;1620;520;1482;5;215/65 R17;215;65%;17;Onden Cekisli;Var;Manuel;6 ileri;Manuel;EURO 6;117;5,43;4,5;6;53;6;5;Yok;Var;Var;Yok;Manuel Klima;Kumas;5;Manuel;Manuel; LED; Var
BMW 116d 1.5 116 BG Otomatik;BMW;116D;1 Serisi;Turkiye Paketi;2015, 2016, 2017, 2018, 2019;Almanya;Fosil Yakıt;Binek;Hatchback;Premium C;Icten Yanmali (Standart);Dizel;Turbo;3;1496;Common Rail Direkt Enjeksiyon;;;;;;;;3661;200;270;116;10,3;1425;1765;4329;1421;360;1200;5;195/55 R16;195;55%;16;Arkadan Itisli;Var;Otomatik;8 ileri;Steptronic;EURO 5;103;4,13;3,6;4,4;52;6;5;Var;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
BMW 116d 116 BG 5 Kapi Otomatik;BMW;116D;1 Serisi;Turkiye Paketi;2015;Almanya;Fosil Yakıt;Binek;Hatchback;Premium C;Icten Yanmali (Standart);Dizel;Turbo;4;1496;Common Rail Direkt Enjeksiyon;;;;;;;;3661;200;270;116;10,3;1425;1765;4324;1421;360;1200;5;195/55 R16;195;55%;16;Arkadan Itisli;Var;Otomatik;8 ileri;ZF8;EURO 5;103;4,13;3,6;4,4;52;6;5;Yok;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
BMW 116d ED 1.5 116 BG;BMW;116D Ed;1 Serisi;Turkiye Paketi;2015, 2016;Almanya;Fosil Yakıt;Binek;Hatchback;Premium C;Icten Yanmali (Standart);Dizel;Turbo;3;1496;Common Rail Direkt Enjeksiyon;;;;;;;;3661;195;270;116;10,4;1395;1765;4329;1413;360;1200;5;195/55 R16;195;55%;16;Arkadan Itisli;Var;Manuel;6 ileri;Manuel;EURO 5;89;3,62;3,1;3,9;52;6;5;Var;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
BMW 116d ED 116 BG 5 Kapi;BMW;116D Ed;1 Serisi;Turkiye Paketi;2015;Almanya;Fosil Yakıt;Binek;Hatchback;Premium C;Icten Yanmali (Standart);Dizel;Turbo;4;1496;Common Rail Direkt Enjeksiyon;;;;;;;;3661;195;260;116;10,5;1375;1765;4324;1421;360;1200;5;195/55 R16;195;55%;16;Arkadan Itisli;Var;Manuel;6 ileri;Manuel;EURO 5;99;4,03;3,4;4,4;52;6;5;Yok;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
BMW 116d ED - Hatchback 5 Kapi 116 BG;BMW;116D Ed - Hatchback 5 Kapi;1 Serisi;Turkiye Paketi;2014;Almanya;Fosil Yakıt;Binek;Hatchback;Premium C;Icten Yanmali (Standart);Dizel;Turbo;4;1598;Common Rail Direkt Enjeksiyon;;;;;;;;3661;195;260;116;10,5;1385;1984;4324;1421;360;1200;5;195/55 R16;195;55%;16;Arkadan Itisli;Var;Manuel;6 ileri;Manuel;EURO 5;99;4,03;3,4;4,4;52;6;5;Yok;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;Halojen;Var
BMW 116i 136 BG 3 Kapi Otomatik;BMW;116I;1 Serisi;Turkiye Paketi;2015;Almanya;Fosil Yakıt;Binek;Coupe;Premium C;Icten Yanmali (Standart);Benzin;Cift Turbo;4;1598;Elektronik Dogrudan Enjeksiyon;;;;;;;;3661;210;220;136;8,7;1395;1765;4324;1421;360;1200;3;195/55 R16;195;55%;16;Arkadan Itisli;Var;Otomatik;8 ileri;ZF8;EURO 5;129;6,12;4,6;7,2;52;6;5;Yok;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;LED;Var
BMW 116i 136 BG 5 Kapi;BMW;116I;1 Serisi;Turkiye Paketi;2015;Almanya;Fosil Yakıt;Binek;Hatchback;Premium C;Icten Yanmali (Standart);Benzin;Cift Turbo;4;1598;Elektronik Dogrudan Enjeksiyon;;;;;;;;3661;210;220;136;8,5;1375;1765;4324;1421;360;1200;5;195/55 R16;195;55%;16;Arkadan Itisli;Var;Manuel;6 ileri;Manuel;EURO 5;125;5,96;4,5;7;52;6;5;Yok;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;LED;Var
BMW 116i 136 BG 5 Kapi Otomatik;BMW;116I;1 Serisi;Turkiye Paketi;2015;Almanya;Fosil Yakıt;Binek;Hatchback;Premium C;Icten Yanmali (Standart);Benzin;Cift Turbo;4;1598;Elektronik Dogrudan Enjeksiyon;;;;;;;;3661;210;220;136;8,7;1395;1765;4324;1421;360;1200;5;195/55 R16;195;55%;16;Arkadan Itisli;Var;Otomatik;8 ileri;ZF8;EURO 5;129;6,12;4,6;7,2;52;6;5;Yok;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;LED;Var
BMW 116i - Hatchback 3 Kapi 136 BG Otomatik;BMW;116I - Hatchback 3 Kapi;1 Serisi;Turkiye Paketi;2014;Almanya;Fosil Yakıt;Binek;Hatchback;Premium C;Icten Yanmali (Standart);Benzin;Cift Turbo;4;1598;Elektronik Dogrudan Enjeksiyon;;;;;;;;3661;210;220;136;9,1;1385;1984;4324;1421;360;1200;3;195/55 R16;195;55%;16;Arkadan Itisli;Var;Otomatik;8 ileri;Steptronic;EURO 5;134;6,22;4,8;7,2;52;6;5;Yok;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;LED;Var
BMW 116i - Hatchback 5 Kapi 136 BG;BMW;116I - Hatchback 5 Kapi;1 Serisi;Turkiye Paketi;2014;Almanya;Fosil Yakıt;Binek;Hatchback;Premium C;Icten Yanmali (Standart);Benzin;Cift Turbo;4;1598;Elektronik Dogrudan Enjeksiyon;;;;;;;;3661;210;220;136;8,7;1365;1984;4324;1421;360;1200;5;195/55 R16;195;55%;16;Arkadan Itisli;Var;Manuel;6 ileri;Manuel;EURO 5;129;6,06;4,6;7,1;52;6;5;Yok;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;LED;Var
BMW 116i - Hatchback 5 Kapi 136 BG Otomatik;BMW;116I - Hatchback 5 Kapi;1 Serisi;Turkiye Paketi;2014;Almanya;Fosil Yakıt;Binek;Hatchback;Premium C;Icten Yanmali (Standart);Benzin;Cift Turbo;4;1598;Elektronik Dogrudan Enjeksiyon;;;;;;;;3661;210;220;136;9,1;1385;1984;4324;1421;360;1200;5;195/55 R16;195;55%;16;Arkadan Itisli;Var;Otomatik;8 ileri;Steptronic;EURO 5;134;6,22;4,8;7,2;52;6;5;Yok;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;LED;Var
BMW 118i 1.5 136 BG Otomatik;BMW;118I;1 Serisi;Turkiye Paketi;2015, 2016, 2017, 2018, 2019;Almanya;Fosil Yakıt;Binek;Hatchback;Premium C;Icten Yanmali (Standart);Benzin;Cift Turbo;3;1499;Elektronik Dogrudan Enjeksiyon;;;;;;;;3661;210;220;136;8,7;1395;1765;4329;1421;360;1200;5;195/55 R16;195;55%;16;Arkadan Itisli;Var;Otomatik;8 ileri;Steptronic;EURO 5;112;5,23;4,2;5,9;52;6;5;Var;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;LED;Var
BMW 118i 136 BG 5 Kapi Otomatik;BMW;118I;1 Serisi;Turkiye Paketi;2015;Almanya;Fosil Yakıt;Binek;Hatchback;Premium C;Icten Yanmali (Standart);Benzin;Atmosferik;4;1598;Elektronik Dogrudan Enjeksiyon;;;;;;;;3661;210;220;136;8,7;1395;1765;4324;1421;360;1200;5;195/55 R16;195;55%;16;Arkadan Itisli;Var;Otomatik;8 ileri;ZF8;EURO 5;133;6,32;4,8;7,4;52;6;5;Yok;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;LED;Var
BMW 120i 1.6 177 BG Otomatik;BMW;120I;1 Serisi;Turkiye Paketi;2015, 2016;Almanya;Fosil Yakıt;Binek;Hatchback;Premium C;Icten Yanmali (Standart);Benzin;Cift Turbo;4;1598;Elektronik Dogrudan Enjeksiyon;;;;;;;;3661;222;250;177;7,2;1395;1765;4329;1421;360;1200;5;195/55 R16;195;55%;16;Arkadan Itisli;Var;Otomatik;8 ileri;Steptronic;EURO 5;133;6,32;4,8;7,4;52;6;5;Var;Var;Var;Var;Manuel Klima;Kumas;5;Manuel;Manuel;LED;Var
