AĞIRLIK & ÖLÇÜLER - Ağırlık,AĞIRLIK & ÖLÇÜLER - Dönüş Çapı,AĞIRLIK & ÖLÇÜLER - Genişlik,AĞIRLIK & ÖLÇÜLER - Uzunluk,AĞIRLIK & ÖLÇÜLER - Yükseklik,BAGAJ ÖZELLİKLERİ - Bagaj Diğer Özellikler,BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (2 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (5 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (7 Koltuk),Başlık,DIŞ GÖVDE - Şasi Tipi,DOKÜMAN - Test Sürüşü Talep Sayfası,DOKÜMAN - Ürün Kataloğu,GARANTİ & YOL YARDIM - Garanti,GARANTİ & YOL YARDIM - Yol Yardım Bilgileri,GARANTİ & YOL YARDIM - Yol Yardım Hizmeti,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Garantisi,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Diğer Özellikler,MOTOR (Elektrikli) - Menzil,MOTOR (Elektrikli) - Menzil (WLTP-Birleşik),MOTOR (Elektrikli) - Menzil (WLTP-Şehir İçi),MOTOR (Elektrikli) - Motor Gücü,MOTOR (Elektrikli) - Ortalama Tüketim (Elk.),MOTOR (Elektrikli) - Şarj Süresi,MOTOR (İçten Yanmalı) - Besleme Tipi,MOTOR (İçten Yanmalı) - Diğer Motor Özellikleri,MOTOR (İçten Yanmalı) - Silindir Adedi,MOTOR (İçten Yanmalı) - Silindir Hacmi,MOTOR (İçten Yanmalı) - Yakıt Püskürtme,PERFORMANS - 0-100 Km Hızlanma,PERFORMANS - Azami Hız,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gücü (Toplam),TEMEL ÖZELLİKLER - Ait Olduğu Ülke,TEMEL ÖZELLİKLER - Alt Seri,TEMEL ÖZELLİKLER - Araç Türü,TEMEL ÖZELLİKLER - Donanım Paketi,TEMEL ÖZELLİKLER - Engelli Bireyler İçin ÖTV Muafiyeti,TEMEL ÖZELLİKLER - Gövde Tipi,TEMEL ÖZELLİKLER - Model Yılı,TEMEL ÖZELLİKLER - Motor Tipi,TEMEL ÖZELLİKLER - Motorlu Taşıt Vergisi,TEMEL ÖZELLİKLER - Segment,TEMEL ÖZELLİKLER - Seri,TEMEL ÖZELLİKLER - Yakıt Tipi,URL,YAKIT TÜKETİMİ & EMİSYON - LPG,YAKIT TÜKETİMİ & EMİSYON - LPG CO2 Salınımı,YAKIT TÜKETİMİ & EMİSYON - LPG Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - LPG OrtalamaTüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir İçi Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Ortalama Emisyon,YAKIT TÜKETİMİ & EMİSYON - Ortalama Emisyon (WLTP),YAKIT TÜKETİMİ & EMİSYON - Ortalama Y.Tüketimi (100 km),YAKIT TÜKETİMİ & EMİSYON - Ortalama Y.Tüketimi (100 km/WLTP),YAKIT TÜKETİMİ & EMİSYON - Yakıt Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - Çevre Standardı (Emisyon),YAKIT TÜKETİMİ & EMİSYON - Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Şehir İçi Tüketim (100 km),YOLCU EMNİYETİ - NCAP/ANCAP Puanı,YOLCU EMNİYETİ - NCAP/ANCAP Web Sayfası,YOLCU EMNİYETİ - NCAP/ANCAP Yılı,YOLCU EMNİYETİ - Çarpışma Testi (NCAP/ANCAP),YÜK ALANI - Azami Hacim,YÜK ALANI - Azami Yük (İstiap Haddi),YÜK ALANI - Azami Yüklü Ağırlık,YÜK ALANI - Azami İç Genişlik,YÜK ALANI - Azami İç Yükseklik,YÜK ALANI - Davlumbaz Aralığı,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Sistemi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Özellikleri,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frenli),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frensiz),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Kademesi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Türü,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Özellikleri
1375 kg,,1780 mm,4630 mm,1435 mm,,,471 lt,,2022 Toyota Corolla 1.5 123 PS Multidrive S Flame X-Pack,,2022 Toyota Corolla 1.5 123 PS Multidrive S Flame X-Pack Test Sürüşü Talep Sayfası,2022 Toyota Corolla 1.5 123 PS Multidrive S Flame X-Pack Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Toyota Asistanım 0212 233 3145
Toyota Asistanım 0800 211 6166
Toyota İletişim Merkezi 0212 354 0354",Var,,,,,,,,,,,,Atmosferik,,3,1490 cc,EFI (Elektronik Yakıt Püskürtme),12.1 saniye,190 km/s,153 nm,123 BG,Japonya,Sedan,Binek,Flame X-Pack,,Sedan,2022,İçten Yanmalı (Standart),2746 tl/yıl,C,Corolla,Benzin,https://www.epey.com/araba/2022-toyota-corolla-1-5-123-ps-multidrive-s-flame-x-pack.html,,,,,,,131 g/km,,5.8 lt,,50 lt,,5.0 lt,7.1 lt,5 yıldız,2022 Toyota Corolla 1.5 123 PS Multidrive S Flame X-Pack NCAP/ANCAP Web Sayfası,2013,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,Multidrive S (Değişken Oranlı CVT)
1375 kg,,1780 mm,4630 mm,1435 mm,,,471 lt,,2022 Toyota Corolla 1.5 123 PS Multidrive S Flame,,2022 Toyota Corolla 1.5 123 PS Multidrive S Flame Test Sürüşü Talep Sayfası,2022 Toyota Corolla 1.5 123 PS Multidrive S Flame Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Toyota Asistanım 0212 233 3145
Toyota Asistanım 0800 211 6166
Toyota İletişim Merkezi 0212 354 0354",Var,,,,,,,,,,,,Atmosferik,,3,1490 cc,EFI (Elektronik Yakıt Püskürtme),12.1 saniye,190 km/s,153 nm,123 BG,Japonya,Sedan,Binek,Flame,,Sedan,2022,İçten Yanmalı (Standart),2746 tl/yıl,C,Corolla,Benzin,https://www.epey.com/araba/2022-toyota-corolla-1-5-123-ps-multidrive-s-flame.html,,,,,,,131 g/km,,5.8 lt,,50 lt,,5.0 lt,7.1 lt,5 yıldız,2022 Toyota Corolla 1.5 123 PS Multidrive S Flame NCAP/ANCAP Web Sayfası,2013,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,Multidrive S (Değişken Oranlı CVT)
1375 kg,,1780 mm,4630 mm,1435 mm,,,471 lt,,2022 Toyota Corolla 1.5 123 PS Multidrive S Passion X-Pack,,2022 Toyota Corolla 1.5 123 PS Multidrive S Passion X-Pack Test Sürüşü Talep Sayfası,2022 Toyota Corolla 1.5 123 PS Multidrive S Passion X-Pack Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Toyota Asistanım 0212 233 3145
Toyota Asistanım 0800 211 6166
Toyota İletişim Merkezi 0212 354 0354",Var,,,,,,,,,,,,Atmosferik,,3,1490 cc,EFI (Elektronik Yakıt Püskürtme),12.1 saniye,190 km/s,153 nm,123 BG,Japonya,Sedan,Binek,Passion X-Pack,,Sedan,2022,İçten Yanmalı (Standart),2746 tl/yıl,C,Corolla,Benzin,https://www.epey.com/araba/2022-toyota-corolla-1-5-123-ps-multidrive-s-passion-x-pack.html,,,,,,,131 g/km,,5.8 lt,,50 lt,,5.0 lt,7.1 lt,5 yıldız,2022 Toyota Corolla 1.5 123 PS Multidrive S Passion X-Pack NCAP/ANCAP Web Sayfası,2013,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,Multidrive S (Değişken Oranlı CVT)
1375 kg,,1780 mm,4630 mm,1435 mm,,,471 lt,,2022 Toyota Corolla 1.5 123 PS Multidrive S Vision,,2022 Toyota Corolla 1.5 123 PS Multidrive S Vision Test Sürüşü Talep Sayfası,2022 Toyota Corolla 1.5 123 PS Multidrive S Vision Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Toyota Asistanım 0212 233 3145
Toyota Asistanım 0800 211 6166
Toyota İletişim Merkezi 0212 354 0354",Var,,,,,,,,,,,,Atmosferik,,3,1490 cc,EFI (Elektronik Yakıt Püskürtme),12.1 saniye,190 km/s,153 nm,123 BG,Japonya,Sedan,Binek,Vision,,Sedan,2022,İçten Yanmalı (Standart),2746 tl/yıl,C,Corolla,Benzin,https://www.epey.com/araba/2022-toyota-corolla-1-5-123-ps-multidrive-s-vision.html,,,,,,,131 g/km,,5.8 lt,,50 lt,,5.0 lt,7.1 lt,5 yıldız,2022 Toyota Corolla 1.5 123 PS Multidrive S Vision NCAP/ANCAP Web Sayfası,2013,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,Multidrive S (Değişken Oranlı CVT)
1350 kg,,1780 mm,4630 mm,1435 mm,,,471 lt,,2022 Toyota Corolla 1.5 123 PS Vision,,2022 Toyota Corolla 1.5 123 PS Vision Test Sürüşü Talep Sayfası,2022 Toyota Corolla 1.5 123 PS Vision Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Toyota Asistanım 0212 233 3145
Toyota Asistanım 0800 211 6166
Toyota İletişim Merkezi 0212 354 0354",Var,,,,,,,,,,,,Atmosferik,,3,1490 cc,EFI (Elektronik Yakıt Püskürtme),12.1 saniye,190 km/s,153 nm,123 BG,Japonya,Sedan,Binek,Vision,,Sedan,2022,İçten Yanmalı (Standart),2746 tl/yıl,C,Corolla,Benzin,https://www.epey.com/araba/2022-toyota-corolla-1-5-123-ps-vision.html,,,,,,,128 g/km,,5.6 lt,,50 lt,,4.6 lt,7.5 lt,5 yıldız,2022 Toyota Corolla 1.5 123 PS Vision NCAP/ANCAP Web Sayfası,2013,Var,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1385 kg,,1780 mm,4630 mm,1435 mm,,,471 lt,,2022 Toyota Corolla 1.8 Hybrid 122 PS e-CVT Dream,,2022 Toyota Corolla 1.8 Hybrid 122 PS e-CVT Dream Test Sürüşü Talep Sayfası,2022 Toyota Corolla 1.8 Hybrid 122 PS e-CVT Dream Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Toyota Asistanım 0212 233 3145
Toyota Asistanım 0800 211 6166
Toyota İletişim Merkezi 0212 354 0354",Var,163 nm,,,Nikel-Metal Hidrid (NiMH),,,,,,,,Atmosferik,,4,1798 cc,EFI (Elektronik Yakıt Püskürtme),11.0 saniye,180 km/s,142 nm,122 BG,Japonya,Sedan,Binek,Dream,,Sedan,2022,HEV (Benzinli & Elektrikli),4851 tl/yıl,C,Corolla,Benzin & Elektrik,https://www.epey.com/araba/2022-toyota-corolla-1-8-hybrid-122-ps-e-cvt-dream.html,,,,,,,87 g/km,,3.8 lt,,43 lt,,3.9 lt,3.6 lt,5 yıldız,2022 Toyota Corolla 1.8 Hybrid 122 PS e-CVT Dream NCAP/ANCAP Web Sayfası,2013,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,e-CVT (Elk.Kont.Sürekli Değişken)
1385 kg,,1780 mm,4630 mm,1435 mm,,,471 lt,,2022 Toyota Corolla 1.8 Hybrid 122 PS e-CVT Flame X-Pack,,2022 Toyota Corolla 1.8 Hybrid 122 PS e-CVT Flame X-Pack Test Sürüşü Talep Sayfası,2022 Toyota Corolla 1.8 Hybrid 122 PS e-CVT Flame X-Pack Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Toyota Asistanım 0212 233 3145
Toyota Asistanım 0800 211 6166
Toyota İletişim Merkezi 0212 354 0354",Var,163 nm,,,Nikel-Metal Hidrid (NiMH),,,,,,,,Atmosferik,,4,1798 cc,EFI (Elektronik Yakıt Püskürtme),11.0 saniye,180 km/s,142 nm,122 BG,Japonya,Sedan,Binek,Flame X-Pack,,Sedan,2022,HEV (Benzinli & Elektrikli),4851 tl/yıl,C,Corolla,Benzin & Elektrik,https://www.epey.com/araba/2022-toyota-corolla-1-8-hybrid-122-ps-e-cvt-flame-x-pack.html,,,,,,,87 g/km,,3.8 lt,,43 lt,,3.9 lt,3.6 lt,5 yıldız,2022 Toyota Corolla 1.8 Hybrid 122 PS e-CVT Flame X-Pack NCAP/ANCAP Web Sayfası,2013,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,e-CVT (Elk.Kont.Sürekli Değişken)
1385 kg,,1780 mm,4630 mm,1435 mm,,,471 lt,,2022 Toyota Corolla 1.8 Hybrid 122 PS e-CVT Flame,,2022 Toyota Corolla 1.8 Hybrid 122 PS e-CVT Flame Test Sürüşü Talep Sayfası,2022 Toyota Corolla 1.8 Hybrid 122 PS e-CVT Flame Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Toyota Asistanım 0212 233 3145
Toyota Asistanım 0800 211 6166
Toyota İletişim Merkezi 0212 354 0354",Var,163 nm,,,Nikel-Metal Hidrid (NiMH),,,,,,,,Atmosferik,,4,1798 cc,EFI (Elektronik Yakıt Püskürtme),11.0 saniye,180 km/s,142 nm,122 BG,Japonya,Sedan,Binek,Flame,,Sedan,2022,HEV (Benzinli & Elektrikli),4851 tl/yıl,C,Corolla,Benzin & Elektrik,https://www.epey.com/araba/2022-toyota-corolla-1-8-hybrid-122-ps-e-cvt-flame.html,,,,,,,87 g/km,,3.8 lt,,43 lt,,3.9 lt,3.6 lt,5 yıldız,2022 Toyota Corolla 1.8 Hybrid 122 PS e-CVT Flame NCAP/ANCAP Web Sayfası,2013,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,e-CVT (Elk.Kont.Sürekli Değişken)
1385 kg,,1780 mm,4630 mm,1435 mm,,,471 lt,,2022 Toyota Corolla 1.8 Hybrid 122 PS e-CVT Passion X-Pack,,2022 Toyota Corolla 1.8 Hybrid 122 PS e-CVT Passion X-Pack Test Sürüşü Talep Sayfası,2022 Toyota Corolla 1.8 Hybrid 122 PS e-CVT Passion X-Pack Ürün Kataloğu,"3 Yıl / 100 Bin Km Mekanik
3 Yıl Boya
12 Yıl Paslanmazlık","Toyota Asistanım 0212 233 3145
Toyota Asistanım 0800 211 6166
Toyota İletişim Merkezi 0212 354 0354",Var,163 nm,,,Nikel-Metal Hidrid (NiMH),,,,,,,,Atmosferik,,4,1798 cc,EFI (Elektronik Yakıt Püskürtme),11.0 saniye,180 km/s,142 nm,122 BG,Japonya,Sedan,Binek,Passion X-Pack,,Sedan,2022,HEV (Benzinli & Elektrikli),4851 tl/yıl,C,Corolla,Benzin & Elektrik,https://www.epey.com/araba/2022-toyota-corolla-1-8-hybrid-122-ps-e-cvt-passion-x-pack.html,,,,,,,87 g/km,,3.8 lt,,43 lt,,3.9 lt,3.6 lt,5 yıldız,2022 Toyota Corolla 1.8 Hybrid 122 PS e-CVT Passion X-Pack NCAP/ANCAP Web Sayfası,2013,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,e-CVT (Elk.Kont.Sürekli Değişken)
1330 kg,,1790 mm,4370 mm,1435 mm,,,361 lt,,2022 Toyota Corolla HB 1.2 Turbo 116 PS Multidrive S Dream X-Pack,,2022 Toyota Corolla HB 1.2 Turbo 116 PS Multidrive S Dream X-Pack Test Sürüşü Talep Sayfası,2022 Toyota Corolla HB 1.2 Turbo 116 PS Multidrive S Dream X-Pack Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1197 cc,,10.0 saniye,195 km/s,185 nm,116 BG,Japonya,Hatchback,Binek,Dream X-Pack,,Hatchback,2022,İçten Yanmalı (Standart),1576 tl/yıl,C,Corolla,Benzin,https://www.epey.com/araba/2022-toyota-corolla-hb-1-2-turbo-116-ps-multidrive-s-dream-x-pack.html,,,,,,,134 g/km,,5.9 lt,,50 lt,Euro 6.2,5.1 lt,7.2 lt,5 yıldız,2022 Toyota Corolla HB 1.2 Turbo 116 PS Multidrive S Dream X-Pack NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,Multidrive S (Değişken Oranlı CVT)
1330 kg,,1790 mm,4370 mm,1435 mm,,,361 lt,,2022 Toyota Corolla HB 1.2 Turbo 116 PS Multidrive S Dream,,2022 Toyota Corolla HB 1.2 Turbo 116 PS Multidrive S Dream Test Sürüşü Talep Sayfası,2022 Toyota Corolla HB 1.2 Turbo 116 PS Multidrive S Dream Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1197 cc,,10.0 saniye,195 km/s,185 nm,116 BG,Japonya,Hatchback,Binek,Dream,,Hatchback,2022,İçten Yanmalı (Standart),1576 tl/yıl,C,Corolla,Benzin,https://www.epey.com/araba/2022-toyota-corolla-hb-1-2-turbo-116-ps-multidrive-s-dream.html,,,,,,,134 g/km,,5.9 lt,,50 lt,Euro 6.2,5.1 lt,7.2 lt,5 yıldız,2022 Toyota Corolla HB 1.2 Turbo 116 PS Multidrive S Dream NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,Multidrive S (Değişken Oranlı CVT)
1330 kg,,1790 mm,4370 mm,1435 mm,,,361 lt,,2022 Toyota Corolla HB 1.2 Turbo 116 PS Multidrive S Flame X-Pack,,2022 Toyota Corolla HB 1.2 Turbo 116 PS Multidrive S Flame X-Pack Test Sürüşü Talep Sayfası,2022 Toyota Corolla HB 1.2 Turbo 116 PS Multidrive S Flame X-Pack Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1197 cc,,10.0 saniye,195 km/s,185 nm,116 BG,Japonya,Hatchback,Binek,Flame X-Pack,,Hatchback,2022,İçten Yanmalı (Standart),1576 tl/yıl,C,Corolla,Benzin,https://www.epey.com/araba/2022-toyota-corolla-hb-1-2-turbo-116-ps-multidrive-s-flame-x-pack.html,,,,,,,134 g/km,,5.9 lt,,50 lt,Euro 6.2,5.1 lt,7.2 lt,5 yıldız,2022 Toyota Corolla HB 1.2 Turbo 116 PS Multidrive S Flame X-Pack NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,Multidrive S (Değişken Oranlı CVT)
1330 kg,,1790 mm,4370 mm,1435 mm,,,361 lt,,2022 Toyota Corolla HB 1.2 Turbo 116 PS Multidrive S Flame,,2022 Toyota Corolla HB 1.2 Turbo 116 PS Multidrive S Flame Test Sürüşü Talep Sayfası,2022 Toyota Corolla HB 1.2 Turbo 116 PS Multidrive S Flame Ürün Kataloğu,,,,,,,,,,,,,,,Turbo,,4,1197 cc,,10.0 saniye,195 km/s,185 nm,116 BG,Japonya,Hatchback,Binek,Flame,,Hatchback,2022,İçten Yanmalı (Standart),1576 tl/yıl,C,Corolla,Benzin,https://www.epey.com/araba/2022-toyota-corolla-hb-1-2-turbo-116-ps-multidrive-s-flame.html,,,,,,,134 g/km,,5.9 lt,,50 lt,Euro 6.2,5.1 lt,7.2 lt,5 yıldız,2022 Toyota Corolla HB 1.2 Turbo 116 PS Multidrive S Flame NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,Multidrive S (Değişken Oranlı CVT)
1360 kg,,1790 mm,4370 mm,1455 mm,,,361 lt,,2022 Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Dream X-Pack,,2022 Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Dream X-Pack Test Sürüşü Talep Sayfası,2022 Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Dream X-Pack Ürün Kataloğu,,,,163 nm,,,Lityum İyon,,,,,,,,,,4,1798 cc,Çok Noktadan Enjeksiyon,10.9 saniye,180 km/s,142 nm,122 BG,Japonya,Hatchback,Binek,Dream X-Pack,,Hatchback,2022,HEV (Benzinli & Elektrikli),4851 tl/yıl,C,Corolla,Benzin & Elektrik,https://www.epey.com/araba/2022-toyota-corolla-hb-1-8-hybrid-122-ps-e-cvt-dream-x-pack.html,,,,,,,83 g/km,,3.6 lt,,43 lt,Euro 6.2,3.8 lt,3.5 lt,5 yıldız,2022 Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Dream X-Pack NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,e-CVT (Elk.Kont.Sürekli Değişken)
1360 kg,,1790 mm,4370 mm,1455 mm,,,361 lt,,2022 Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Dream,,2022 Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Dream Test Sürüşü Talep Sayfası,2022 Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Dream Ürün Kataloğu,,,,163 nm,,,Lityum İyon,,,,,,,,,,4,1798 cc,Çok Noktadan Enjeksiyon,10.9 saniye,180 km/s,142 nm,122 BG,Japonya,Hatchback,Binek,Dream,,Hatchback,2022,HEV (Benzinli & Elektrikli),4851 tl/yıl,C,Corolla,Benzin & Elektrik,https://www.epey.com/araba/2022-toyota-corolla-hb-1-8-hybrid-122-ps-e-cvt-dream.html,,,,,,,83 g/km,,3.6 lt,,43 lt,Euro 6.2,3.8 lt,3.5 lt,5 yıldız,2022 Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Dream NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,e-CVT (Elk.Kont.Sürekli Değişken)
1360 kg,,1790 mm,4370 mm,1455 mm,,,361 lt,,2022 Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Flame X-Pack,,2022 Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Flame X-Pack Test Sürüşü Talep Sayfası,2022 Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Flame X-Pack Ürün Kataloğu,,,,163 nm,,,Lityum İyon,,,,,,,,,,4,1798 cc,Çok Noktadan Enjeksiyon,10.9 saniye,180 km/s,142 nm,122 BG,Japonya,Hatchback,Binek,Flame X-Pack,,Hatchback,2022,HEV (Benzinli & Elektrikli),4851 tl/yıl,C,Corolla,Benzin & Elektrik,https://www.epey.com/araba/2022-toyota-corolla-hb-1-8-hybrid-122-ps-e-cvt-flame-x-pack.html,,,,,,,83 g/km,,3.6 lt,,43 lt,Euro 6.2,3.8 lt,3.5 lt,5 yıldız,2022 Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Flame X-Pack NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,e-CVT (Elk.Kont.Sürekli Değişken)
1360 kg,,1790 mm,4370 mm,1455 mm,,,361 lt,,2022 Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Flame,,2022 Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Flame Test Sürüşü Talep Sayfası,2022 Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Flame Ürün Kataloğu,,,,163 nm,,,Lityum İyon,,,,,,,,,,4,1798 cc,Çok Noktadan Enjeksiyon,10.9 saniye,180 km/s,142 nm,122 BG,Japonya,Hatchback,Binek,Flame,,Hatchback,2022,HEV (Benzinli & Elektrikli),4851 tl/yıl,C,Corolla,Benzin & Elektrik,https://www.epey.com/araba/2022-toyota-corolla-hb-1-8-hybrid-122-ps-e-cvt-flame.html,,,,,,,83 g/km,,3.6 lt,,43 lt,Euro 6.2,3.8 lt,3.5 lt,5 yıldız,2022 Toyota Corolla HB 1.8 Hybrid 122 PS e-CVT Flame NCAP/ANCAP Web Sayfası,2019,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,e-CVT (Elk.Kont.Sürekli Değişken)
1035 kg,,1745 mm,3940 mm,1500 mm,,,286 lt,,2022 Toyota Yaris 1.0 72 PS Vision,,2022 Toyota Yaris 1.0 72 PS Vision Test Sürüşü Talep Sayfası,2022 Toyota Yaris 1.0 72 PS Vision Ürün Kataloğu,,,,,,,,,,,,,,,,,3,998 cc,Çok Noktalı Direkt Enjeksiyon,14.6 saniye,160 km/s,93 nm,72 BG,Japonya,,Binek,Vision,,Hatchback,2022,İçten Yanmalı (Standart),1576 tl/yıl,B,Yaris,Benzin,https://www.epey.com/araba/2022-toyota-yaris-1-0-72-ps-vision.html,,,,,,,101 g/km,,4.5 lt,,42 lt,,4.0 lt,5.3 lt,5 yıldız,2022 Toyota Yaris 1.0 72 PS Vision NCAP/ANCAP Web Sayfası,2020,Var,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1200 kg,,1745 mm,3940 mm,1500 mm,,,286 lt,,2022 Toyota Yaris 1.5 125 PS Multidrive S Dream X-Pack,,2022 Toyota Yaris 1.5 125 PS Multidrive S Dream X-Pack Test Sürüşü Talep Sayfası,2022 Toyota Yaris 1.5 125 PS Multidrive S Dream X-Pack Ürün Kataloğu,,,,,,,,,,,,,,,,,3,1490 cc,Çok Noktalı Direkt Enjeksiyon,10.2 saniye,180 km/s,153 nm,125 BG,Japonya,,Binek,Dream X-Pack,,Hatchback,2022,İçten Yanmalı (Standart),2746 tl/yıl,B,Yaris,Benzin,https://www.epey.com/araba/2022-toyota-yaris-1-5-125-ps-multidrive-s-dream-x-pack.html,,,,,,,112 g/km,,4.9 lt,,42 lt,,4.3 lt,6.0 lt,5 yıldız,2022 Toyota Yaris 1.5 125 PS Multidrive S Dream X-Pack NCAP/ANCAP Web Sayfası,2020,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,Multidrive S (Otomatik)
1200 kg,,1745 mm,3940 mm,1500 mm,,,286 lt,,2022 Toyota Yaris 1.5 125 PS Multidrive S Dream,,2022 Toyota Yaris 1.5 125 PS Multidrive S Dream Test Sürüşü Talep Sayfası,2022 Toyota Yaris 1.5 125 PS Multidrive S Dream Ürün Kataloğu,,,,,,,,,,,,,,,,,3,1490 cc,Çok Noktalı Direkt Enjeksiyon,10.2 saniye,180 km/s,153 nm,125 BG,Japonya,,Binek,Dream,,Hatchback,2022,İçten Yanmalı (Standart),2746 tl/yıl,B,Yaris,Benzin,https://www.epey.com/araba/2022-toyota-yaris-1-5-125-ps-multidrive-s-dream.html,,,,,,,112 g/km,,4.9 lt,,42 lt,,4.3 lt,6.0 lt,5 yıldız,2022 Toyota Yaris 1.5 125 PS Multidrive S Dream NCAP/ANCAP Web Sayfası,2020,Var,,,,,,,Önden Çekişli,,,,,,Otomatik,Multidrive S (Otomatik)
