AĞIRLIK & ÖLÇÜLER - Ağırlık,AĞIRLIK & ÖLÇÜLER - Dönüş Çapı,AĞIRLIK & ÖLÇÜLER - Genişlik,AĞIRLIK & ÖLÇÜLER - Uzunluk,AĞIRLIK & ÖLÇÜLER - Yükseklik,BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (2 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (5 Koltuk),BAGAJ ÖZELLİKLERİ - Bagaj Hacmi (7 Koltuk),Başlık,DOKÜMAN - Test Sürüşü Talep Sayfası,DOKÜMAN - Ürün Kataloğu,GARANTİ & YOL YARDIM - Garanti,GARANTİ & YOL YARDIM - Yol Yardım Bilgileri,GARANTİ & YOL YARDIM - Yol Yardım Hizmeti,MOTOR (Elektrikli) - Azami Tork,MOTOR (Elektrikli) - Batarya Kapasitesi,MOTOR (Elektrikli) - Batarya Tipi,MOTOR (Elektrikli) - Menzil (WLTP-Birleşik),MOTOR (İçten Yanmalı) - Besleme Tipi,MOTOR (İçten Yanmalı) - Diğer Motor Özellikleri,MOTOR (İçten Yanmalı) - Silindir Adedi,MOTOR (İçten Yanmalı) - Silindir Hacmi,MOTOR (İçten Yanmalı) - Yakıt Püskürtme,PERFORMANS - 0-100 Km Hızlanma,PERFORMANS - Azami Hız,PERFORMANS - Azami Tork (Toplam),PERFORMANS - Beygir Gücü (Toplam),TEMEL ÖZELLİKLER - Ait Olduğu Ülke,TEMEL ÖZELLİKLER - Alt Seri,TEMEL ÖZELLİKLER - Araç Türü,TEMEL ÖZELLİKLER - Donanım Paketi,TEMEL ÖZELLİKLER - Engelli Bireyler İçin ÖTV Muafiyeti,TEMEL ÖZELLİKLER - Gövde Tipi,TEMEL ÖZELLİKLER - Model Yılı,TEMEL ÖZELLİKLER - Motor Tipi,TEMEL ÖZELLİKLER - Motorlu Taşıt Vergisi,TEMEL ÖZELLİKLER - Segment,TEMEL ÖZELLİKLER - Seri,TEMEL ÖZELLİKLER - Yakıt Tipi,URL,YAKIT TÜKETİMİ & EMİSYON - LPG,YAKIT TÜKETİMİ & EMİSYON - LPG Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - LPG OrtalamaTüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - LPG Şehir İçi Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Ortalama Emisyon,YAKIT TÜKETİMİ & EMİSYON - Ortalama Y.Tüketimi (100 km),YAKIT TÜKETİMİ & EMİSYON - Yakıt Kapasitesi,YAKIT TÜKETİMİ & EMİSYON - Çevre Standardı (Emisyon),YAKIT TÜKETİMİ & EMİSYON - Şehir Dışı Tüketim (100 km),YAKIT TÜKETİMİ & EMİSYON - Şehir İçi Tüketim (100 km),YOLCU EMNİYETİ - Anahtarsız Sistem,YOLCU EMNİYETİ - Hava Yastığı,YOLCU EMNİYETİ - NCAP/ANCAP Puanı,YOLCU EMNİYETİ - NCAP/ANCAP Web Sayfası,YOLCU EMNİYETİ - NCAP/ANCAP Yılı,YOLCU EMNİYETİ - Çarpışma Testi (NCAP/ANCAP),YÜK ALANI - Azami Hacim,YÜK ALANI - Azami Yük (İstiap Haddi),YÜK ALANI - Azami Yüklü Ağırlık,YÜK ALANI - Azami İç Genişlik,YÜK ALANI - Azami İç Uzunluk,YÜK ALANI - Azami İç Yükseklik,YÜK ALANI - Davlumbaz Aralığı,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Yerden Yükseklik (Azami),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Sistemi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekiş Kontrol Özellikleri,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frenli),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Çekme Kapasitesi (Frensiz),ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Kademesi,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Türü,ŞANZIMAN & ÇEKİŞ SİSTEMİ - Şanzıman Özellikleri
1055 kg,,1734 mm,4035 mm,1474 mm,1017 lt,301 lt,,2019 Hyundai i20 1.2L 84 PS Style Pan,2019 Hyundai i20 1.2L 84 PS Style Pan Test Sürüşü Talep Sayfası,2019 Hyundai i20 1.2L 84 PS Style Pan Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Atmosferik,,4,1248 cc,Çok Noktadan Enjeksiyon,13.1 saniye,170 km/s,122 nm,84 BG,Güney Kore,,Binek,Style Pan,,Hatchback,2019,İçten Yanmalı (Standart),1034 tl/yıl,B,i20,Benzin,https://www.epey.com/araba/2019-hyundai-i20-1-2l-84-ps-style-pan.html,,,,,,119 g/km,5.1 lt,50 lt,,4.2 lt,6.6 lt,,,4 yıldız,2019 Hyundai i20 1.2L 84 PS Style Pan NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1055 kg,,1734 mm,4035 mm,1474 mm,1017 lt,301 lt,,2019 Hyundai i20 1.2 84 PS Style,2019 Hyundai i20 1.2 84 PS Style Test Sürüşü Talep Sayfası,2019 Hyundai i20 1.2 84 PS Style Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Atmosferik,,4,1248 cc,Çok Noktadan Enjeksiyon,13.1 saniye,170 km/s,122 nm,84 BG,Güney Kore,,Binek,Style,,Hatchback,2019,İçten Yanmalı (Standart),1034 tl/yıl,B,i20,Benzin,https://www.epey.com/araba/2019-hyundai-i20-1-2l-84-ps-style.html,,,,,,119 g/km,5.1 lt,50 lt,,4.2 lt,6.6 lt,,,4 yıldız,2019 Hyundai i20 1.2 84 PS Style NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,Önden Çekişli,,,,,5 ileri,Manuel,
1240 kg,,1734 mm,4035 mm,1474 mm,1017 lt,301 lt,,2019 Hyundai i20 1.4 CRDi 90 PS Elite Pan Smart,2019 Hyundai i20 1.4 CRDi 90 PS Elite Pan Smart Test Sürüşü Talep Sayfası,2019 Hyundai i20 1.4 CRDi 90 PS Elite Pan Smart Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Turbo,,4,1396 cc,Common Rail Direkt Enjeksiyon,12.1 saniye,175 km/s,240 nm,90 BG,Güney Kore,,Binek,Elite Pan Smart,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,B,i20,Dizel,https://www.epey.com/araba/2019-hyundai-i20-1-4-crdi-90-ps-elite-pan-smart.html,,,,,,106 g/km,4.1 lt,50 lt,,3.5 lt,4.9 lt,,,4 yıldız,2019 Hyundai i20 1.4 CRDi 90 PS Elite Pan Smart NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1240 kg,,1734 mm,4035 mm,1474 mm,1017 lt,301 lt,,2019 Hyundai i20 1.4 CRDi 90 PS Jump,2019 Hyundai i20 1.4 CRDi 90 PS Jump Test Sürüşü Talep Sayfası,2019 Hyundai i20 1.4 CRDi 90 PS Jump Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Turbo,,4,1396 cc,Common Rail Direkt Enjeksiyon,12.1 saniye,175 km/s,240 nm,90 BG,Güney Kore,,Binek,Jump,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,B,i20,Dizel,https://www.epey.com/araba/2019-hyundai-i20-1-4-crdi-90-ps-jump.html,,,,,,106 g/km,4.1 lt,50 lt,,3.5 lt,4.9 lt,,,4 yıldız,2019 Hyundai i20 1.4 CRDi 90 PS Jump NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1240 kg,,1734 mm,4035 mm,1474 mm,1017 lt,301 lt,,2019 Hyundai i20 1.4 CRDi 90 PS Style Pan MultiMedia,2019 Hyundai i20 1.4 CRDi 90 PS Style Pan MultiMedia Test Sürüşü Talep Sayfası,2019 Hyundai i20 1.4 CRDi 90 PS Style Pan MultiMedia Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Turbo,,4,1396 cc,Common Rail Direkt Enjeksiyon,12.1 saniye,175 km/s,240 nm,90 BG,Güney Kore,,Binek,Style Pan MultiMedia,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,B,i20,Dizel,https://www.epey.com/araba/2019-hyundai-i20-1-4-crdi-90-ps-style-pan-multimedia.html,,,,,,106 g/km,4.1 lt,50 lt,,3.5 lt,4.9 lt,,,4 yıldız,2019 Hyundai i20 1.4 CRDi 90 PS Style Pan MultiMedia NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1240 kg,,1734 mm,4035 mm,1474 mm,1017 lt,301 lt,,2019 Hyundai i20 1.4 CRDi 90 PS Style Pan,2019 Hyundai i20 1.4 CRDi 90 PS Style Pan Test Sürüşü Talep Sayfası,2019 Hyundai i20 1.4 CRDi 90 PS Style Pan Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Turbo,,4,1396 cc,Common Rail Direkt Enjeksiyon,12.1 saniye,175 km/s,240 nm,90 BG,Güney Kore,,Binek,Style Pan,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,B,i20,Dizel,https://www.epey.com/araba/2019-hyundai-i20-1-4-crdi-90-ps-style-pan.html,,,,,,106 g/km,4.1 lt,50 lt,,3.5 lt,4.9 lt,,,4 yıldız,2019 Hyundai i20 1.4 CRDi 90 PS Style Pan NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1240 kg,,1734 mm,4035 mm,1474 mm,1017 lt,301 lt,,2019 Hyundai i20 1.4 CRDi 90 PS Style,2019 Hyundai i20 1.4 CRDi 90 PS Style Test Sürüşü Talep Sayfası,2019 Hyundai i20 1.4 CRDi 90 PS Style Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Turbo,,4,1396 cc,Common Rail Direkt Enjeksiyon,12.1 saniye,175 km/s,240 nm,90 BG,Güney Kore,,Binek,Style,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,B,i20,Dizel,https://www.epey.com/araba/2019-hyundai-i20-1-4-crdi-90-ps-style.html,,,,,,106 g/km,4.1 lt,50 lt,,3.5 lt,4.9 lt,,,4 yıldız,2019 Hyundai i20 1.4 CRDi 90 PS Style NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,Önden Çekişli,,,,,6 ileri,Manuel,
1100 kg,,1734 mm,4035 mm,1474 mm,1017 lt,301 lt,,2019 Hyundai i20 1.4 100 PS Otomatik Active Elite Smart,2019 Hyundai i20 1.4 100 PS Otomatik Active Elite Smart Test Sürüşü Talep Sayfası,2019 Hyundai i20 1.4 100 PS Otomatik Active Elite Smart Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Atmosferik,,4,1368 cc,Çok Noktadan Enjeksiyon,13.2 saniye,170 km/s,134 nm,100 BG,Güney Kore,,Binek,Active Elite Smart,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,B,i20,Benzin,https://www.epey.com/araba/2019-hyundai-i20-1-4l-100-ps-otomatik-active-elite-smart.html,,,,,,148 g/km,6.4 lt,50 lt,,5.1 lt,8.5 lt,,,4 yıldız,2019 Hyundai i20 1.4 100 PS Otomatik Active Elite Smart NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,Önden Çekişli,,,,,4 ileri,Otomatik,
1100 kg,,1734 mm,4035 mm,1474 mm,1017 lt,301 lt,,2019 Hyundai i20 1.4 100 PS Otomatik Elite Pan Smart,2019 Hyundai i20 1.4 100 PS Otomatik Elite Pan Smart Test Sürüşü Talep Sayfası,2019 Hyundai i20 1.4 100 PS Otomatik Elite Pan Smart Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Atmosferik,,4,1368 cc,Çok Noktadan Enjeksiyon,13.2 saniye,170 km/s,134 nm,100 BG,Güney Kore,,Binek,Elite Pan Smart,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,B,i20,Benzin,https://www.epey.com/araba/2019-hyundai-i20-1-4l-100-ps-otomatik-elite-pan-smart.html,,,,,,148 g/km,6.4 lt,50 lt,,5.1 lt,8.5 lt,,,4 yıldız,2019 Hyundai i20 1.4 100 PS Otomatik Elite Pan Smart NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,Önden Çekişli,,,,,4 ileri,Otomatik,
1100 kg,,1734 mm,4035 mm,1474 mm,1017 lt,301 lt,,2019 Hyundai i20 1.4 100 PS Otomatik Jump,2019 Hyundai i20 1.4 100 PS Otomatik Jump Test Sürüşü Talep Sayfası,2019 Hyundai i20 1.4 100 PS Otomatik Jump Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Atmosferik,,4,1368 cc,Çok Noktadan Enjeksiyon,13.2 saniye,170 km/s,134 nm,100 BG,Güney Kore,,Binek,Jump,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,B,i20,Benzin,https://www.epey.com/araba/2019-hyundai-i20-1-4l-100-ps-otomatik-jump.html,,,,,,148 g/km,6.4 lt,50 lt,,5.1 lt,8.5 lt,,,4 yıldız,2019 Hyundai i20 1.4 100 PS Otomatik Jump NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,Önden Çekişli,,,,,4 ileri,Otomatik,
1100 kg,,1734 mm,4035 mm,1474 mm,1017 lt,301 lt,,2019 Hyundai i20 1.4 100 PS Otomatik Style Design MM,2019 Hyundai i20 1.4 100 PS Otomatik Style Design MM Test Sürüşü Talep Sayfası,2019 Hyundai i20 1.4 100 PS Otomatik Style Design MM Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Atmosferik,,4,1368 cc,Çok Noktadan Enjeksiyon,13.2 saniye,170 km/s,134 nm,100 BG,Güney Kore,,Binek,Style Design MultiMedia,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,B,i20,Benzin,https://www.epey.com/araba/2019-hyundai-i20-1-4l-100-ps-otomatik-style-design-multimedia.html,,,,,,148 g/km,6.4 lt,50 lt,,5.1 lt,8.5 lt,,,4 yıldız,2019 Hyundai i20 1.4 100 PS Otomatik Style Design MM NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,Önden Çekişli,,,,,4 ileri,Otomatik,
1100 kg,,1734 mm,4035 mm,1474 mm,1017 lt,301 lt,,2019 Hyundai i20 1.4 100 PS Otomatik Style Design,2019 Hyundai i20 1.4 100 PS Otomatik Style Design Test Sürüşü Talep Sayfası,2019 Hyundai i20 1.4 100 PS Otomatik Style Design Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Atmosferik,,4,1368 cc,Çok Noktadan Enjeksiyon,13.2 saniye,170 km/s,134 nm,100 BG,Güney Kore,,Binek,Style Design,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,B,i20,Benzin,https://www.epey.com/araba/2019-hyundai-i20-1-4l-100-ps-otomatik-style-design.html,,,,,,148 g/km,6.4 lt,50 lt,,5.1 lt,8.5 lt,,,4 yıldız,2019 Hyundai i20 1.4 100 PS Otomatik Style Design NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,Önden Çekişli,,,,,4 ileri,Otomatik,
1100 kg,,1734 mm,4035 mm,1474 mm,1017 lt,301 lt,,2019 Hyundai i20 1.4 100 PS Otomatik Style Pan MultiMedia,2019 Hyundai i20 1.4 100 PS Otomatik Style Pan MultiMedia Test Sürüşü Talep Sayfası,2019 Hyundai i20 1.4 100 PS Otomatik Style Pan MultiMedia Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Atmosferik,,4,1368 cc,Çok Noktadan Enjeksiyon,13.2 saniye,170 km/s,134 nm,100 BG,Güney Kore,,Binek,Style Pan MultiMedia,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,B,i20,Benzin,https://www.epey.com/araba/2019-hyundai-i20-1-4l-100-ps-otomatik-style-pan-multimedia.html,,,,,,148 g/km,6.4 lt,50 lt,,5.1 lt,8.5 lt,,,4 yıldız,2019 Hyundai i20 1.4 100 PS Otomatik Style Pan MultiMedia NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,Önden Çekişli,,,,,4 ileri,Otomatik,
1100 kg,,1734 mm,4035 mm,1474 mm,1017 lt,301 lt,,2019 Hyundai i20 1.4 100 PS Otomatik Style Pan,2019 Hyundai i20 1.4 100 PS Otomatik Style Pan Test Sürüşü Talep Sayfası,2019 Hyundai i20 1.4 100 PS Otomatik Style Pan Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Atmosferik,,4,1368 cc,Çok Noktadan Enjeksiyon,13.2 saniye,170 km/s,134 nm,100 BG,Güney Kore,,Binek,Style Pan,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,B,i20,Benzin,https://www.epey.com/araba/2019-hyundai-i20-1-4l-100-ps-otomatik-style-pan.html,,,,,,148 g/km,6.4 lt,50 lt,,5.1 lt,8.5 lt,,,4 yıldız,2019 Hyundai i20 1.4 100 PS Otomatik Style Pan NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,Önden Çekişli,,,,,4 ileri,Otomatik,
1100 kg,,1734 mm,4035 mm,1474 mm,1017 lt,301 lt,,2019 Hyundai i20 1.4 100 PS Otomatik Style,2019 Hyundai i20 1.4 100 PS Otomatik Style Test Sürüşü Talep Sayfası,2019 Hyundai i20 1.4 100 PS Otomatik Style Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Atmosferik,,4,1368 cc,Çok Noktadan Enjeksiyon,13.2 saniye,170 km/s,134 nm,100 BG,Güney Kore,,Binek,Style,,Hatchback,2019,İçten Yanmalı (Standart),1800 tl/yıl,B,i20,Benzin,https://www.epey.com/araba/2019-hyundai-i20-1-4l-100-ps-otomatik-style.html,,,,,,148 g/km,6.4 lt,50 lt,,5.1 lt,8.5 lt,,,4 yıldız,2019 Hyundai i20 1.4 100 PS Otomatik Style NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,Önden Çekişli,,,,,4 ileri,Otomatik,
1417 kg,,1800 mm,4165 mm,1565 mm,1143 lt,361 lt,,2019 Hyundai Kona 1.6 CRDi 136 PS DCT Elite Smart Kırmızı SRF (4x2),2019 Hyundai Kona 1.6 CRDi 136 PS DCT Elite Smart Kırmızı SRF (4x2) Test Sürüşü Talep Sayfası,2019 Hyundai Kona 1.6 CRDi 136 PS DCT Elite Smart Kırmızı SRF (4x2) Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,9.8 saniye,191 km/s,320 nm,136 BG,Güney Kore,,Binek,Elite Smart Kırmızı SRF,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,B,Kona,Dizel,https://www.epey.com/araba/2019-hyundai-kona-1-6-crdi-136-ps-dct-elite-smart-kirmizi-srf-4x2.html,,,,,,114 g/km,4.4 lt,50 lt,Euro 6,4.2 lt,4.7 lt,,,5 yıldız,2019 Hyundai Kona 1.6 CRDi 136 PS DCT Elite Smart Kırmızı SRF (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1417 kg,,1800 mm,4165 mm,1565 mm,1143 lt,361 lt,,2019 Hyundai Kona 1.6 CRDi 136 PS DCT Elite Smart Lime SRF (4x2),2019 Hyundai Kona 1.6 CRDi 136 PS DCT Elite Smart Lime SRF (4x2) Test Sürüşü Talep Sayfası,2019 Hyundai Kona 1.6 CRDi 136 PS DCT Elite Smart Lime SRF (4x2) Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,9.8 saniye,191 km/s,320 nm,136 BG,Güney Kore,,Binek,Elite Smart Lime SRF,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,B,Kona,Dizel,https://www.epey.com/araba/2019-hyundai-kona-1-6-crdi-136-ps-dct-elite-smart-lime-srf-4x2.html,,,,,,114 g/km,4.4 lt,50 lt,Euro 6,4.2 lt,4.7 lt,,,5 yıldız,2019 Hyundai Kona 1.6 CRDi 136 PS DCT Elite Smart Lime SRF (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1417 kg,,1800 mm,4165 mm,1565 mm,1143 lt,361 lt,,2019 Hyundai Kona 1.6 CRDi 136 PS DCT Style (4x2),2019 Hyundai Kona 1.6 CRDi 136 PS DCT Style (4x2) Test Sürüşü Talep Sayfası,2019 Hyundai Kona 1.6 CRDi 136 PS DCT Style (4x2) Ürün Kataloğu,"2 Yıl / 60 Bin Km Boya
5 Yıl / 100 Bin Km Mekanik
5 Yıl / 160 Bin Km Paslanmazlık",Hyundai Yol Yardım 0212 233 3262,Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,9.8 saniye,191 km/s,320 nm,136 BG,Güney Kore,,Binek,Style,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,B,Kona,Dizel,https://www.epey.com/araba/2019-hyundai-kona-1-6-crdi-136-ps-dct-style-4x2.html,,,,,,114 g/km,4.4 lt,50 lt,Euro 6,4.2 lt,4.7 lt,,,5 yıldız,2019 Hyundai Kona 1.6 CRDi 136 PS DCT Style (4x2) NCAP/ANCAP Web Sayfası,2017,Var,,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1600 kg,,1850 mm,4480 mm,1660 mm,,513 lt,,2019 Hyundai Tucson 1.6 CRDi 136 PS DCT Elite (4x2),2019 Hyundai Tucson 1.6 CRDi 136 PS DCT Elite (4x2) Test Sürüşü Talep Sayfası,2019 Hyundai Tucson 1.6 CRDi 136 PS DCT Elite (4x2) Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Hyundai Yol Yardım 0212 233 3262,Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,11.8 saniye,180 km/s,320 nm,136 BG,Güney Kore,,Binek,Elite,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Tucson,Dizel,https://www.epey.com/araba/2019-hyundai-tucson-1-6-crdi-136-ps-dct-elite-4x2.html,,,,,,125 g/km,4.8 lt,62 lt,,4.7 lt,4.9 lt,,,5 yıldız,2019 Hyundai Tucson 1.6 CRDi 136 PS DCT Elite (4x2) NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,Önden Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1600 kg,,1850 mm,4480 mm,1676 mm,,513 lt,,2019 Hyundai Tucson 1.6 CRDi 136 PS DCT Elite (4x4),2019 Hyundai Tucson 1.6 CRDi 136 PS DCT Elite (4x4) Test Sürüşü Talep Sayfası,2019 Hyundai Tucson 1.6 CRDi 136 PS DCT Elite (4x4) Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Hyundai Yol Yardım 0212 233 3262,Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,12.0 saniye,180 km/s,320 nm,136 BG,Güney Kore,,Binek,Elite,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Tucson,Dizel,https://www.epey.com/araba/2019-hyundai-tucson-1-6-crdi-136-ps-dct-elite-4x4.html,,,,,,135 g/km,5.1 lt,62 lt,,5.1 lt,5.2 lt,,,5 yıldız,2019 Hyundai Tucson 1.6 CRDi 136 PS DCT Elite (4x4) NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,4x4 Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
1600 kg,,1850 mm,4480 mm,1676 mm,,513 lt,,2019 Hyundai Tucson 1.6 CRDi 136 PS DCT Elite Plus (4x4),2019 Hyundai Tucson 1.6 CRDi 136 PS DCT Elite Plus (4x4) Test Sürüşü Talep Sayfası,2019 Hyundai Tucson 1.6 CRDi 136 PS DCT Elite Plus (4x4) Ürün Kataloğu,5 Yıl / 100 Bin Km Mekanik,Hyundai Yol Yardım 0212 233 3262,Var,,,,,Turbo,,4,1598 cc,Common Rail Direkt Enjeksiyon,12.0 saniye,180 km/s,320 nm,136 BG,Güney Kore,,Binek,Elite Plus,,SUV,2019,İçten Yanmalı (Standart),1800 tl/yıl,C,Tucson,Dizel,https://www.epey.com/araba/2019-hyundai-tucson-1-6-crdi-136-ps-dct-elite-plus-4x4.html,,,,,,135 g/km,5.1 lt,62 lt,,5.1 lt,5.2 lt,,,5 yıldız,2019 Hyundai Tucson 1.6 CRDi 136 PS DCT Elite Plus (4x4) NCAP/ANCAP Web Sayfası,2015,Var,,,,,,,,,4x4 Çekişli,,,,,7 ileri,Otomatik,DCT (Yarı Otm.)
